,0,1
0,14061800,
1,14061801,
2,14061802,
3,14061803,
4,14061804,
5,14061805,
6,14061806,
7,14061807,
8,14061808,
9,14061809,
10,14061810,
11,14061811,0.03333333333333333
12,14061812,
13,14061813,
14,14061814,
15,14061815,
16,14061816,
17,14061817,
18,14061818,
19,14061819,
20,14061820,
21,14061821,
22,14061822,
23,14061823,
24,14061900,
25,14061901,
26,14061902,0.03333333333333333
27,14061903,
28,14061904,
29,14061905,
30,14061906,
31,14061907,
32,14061908,
33,14061909,
34,14061910,
35,14061911,
36,14061912,0.03333333333333333
37,14061913,0.03333333333333333
38,14061914,
39,14061915,5.5
40,14061916,8.1
41,14061917,24.5
42,14061918,2.533333333333333
43,14061919,0.2333333333333333
44,14061920,0.16666666666666666
45,14061921,
46,14061922,
47,14061923,0.8999999999999999
48,14062000,3.6999999999999997
49,14062001,1.3999999999999997
50,14062002,1.9333333333333336
51,14062003,1.0
52,14062004,0.4
53,14062005,0.03333333333333333
54,14062006,0.03333333333333333
55,14062007,9.799999999999999
56,14062008,15.5
57,14062009,5.1000000000000005
58,14062010,3.0333333333333337
59,14062011,0.03333333333333333
60,14062012,0.5666666666666667
61,14062013,0.7999999999999999
62,14062014,
63,14062015,
64,14062016,
65,14062017,0.10000000000000002
66,14062018,
67,14062019,
68,14062020,
69,14062021,0.6666666666666666
70,14062022,5.366666666666667
71,14062023,2.733333333333333
72,14062100,0.6
73,14062101,0.3666666666666667
74,14062102,0.03333333333333333
75,14062103,
76,14062104,0.2333333333333333
77,14062105,0.03333333333333333
78,14062106,0.10000000000000002
79,14062107,
80,14062108,
81,14062109,
82,14062110,0.43333333333333335
83,14062111,0.4333333333333333
84,14062112,
85,14062113,0.03333333333333333
86,14062114,0.26666666666666666
87,14062115,3.6
88,14062116,12.633333333333333
89,14062117,7.266666666666667
90,14062118,0.5333333333333333
91,14062119,0.09999999999999999
92,14062120,
93,14062121,0.6333333333333333
94,14062122,0.26666666666666666
95,14062123,
96,14062200,
97,14062201,0.03333333333333333
98,14062202,
99,14062203,
100,14062204,1.5333333333333334
101,14062205,1.2666666666666666
102,14062206,1.3
103,14062207,6.666666666666667
104,14062208,5.433333333333334
105,14062209,0.26666666666666666
106,14062210,0.10000000000000002
107,14062211,0.3
108,14062212,0.03333333333333333
109,14062213,
110,14062214,0.03333333333333333
111,14062215,
112,14062216,
113,14062217,
114,14062218,
115,14062219,0.03333333333333333
116,14062220,
117,14062221,
118,14062222,
119,14062223,
120,14062300,
121,14062301,
122,14062302,
123,14062303,
124,14062304,
125,14062305,
126,14062306,
127,14062307,0.03333333333333333
128,14062308,0.03333333333333333
129,14062309,
130,14062310,
131,14062311,
132,14062312,
133,14062313,
134,14062314,
135,14062315,
136,14062316,
137,14062317,
138,14062318,
139,14062319,
140,14062320,
