 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88
0 -9.843953648057248e-06 4.4379065382642446e-05 3.9337683753193794e-05 7.016651894147091e-05 -3.783765472194508e-05 -5.9147376589203216e-05 -2.080204909735646e-05 -3.850229982495144e-05 -6.221151962532206e-05 -3.366728666440676e-05 -7.195262143830144e-05 -8.088308526923501e-05 -1.8385601034234058e-05 3.6343554589051014e-05 9.686051805681815e-05 0.0001438041656329176 0.00015839142841849347 0.0001997540687749178 0.0001620185227867705 0.00017387036545457466 0.00014322958437725582 0.0001194871256119407 9.129594617919592e-05 6.352685341630597e-05 0.0001543933585263389 9.306100787297619e-05 -3.107725302515311e-05 -8.146600301451181e-05 -7.232992399493141e-05 -4.84599574166056e-05 -1.2742182353214449e-05 2.610564437310068e-05 2.5453048539207967e-05 1.2590839434435623e-05 -5.854392565772879e-05 -5.530837782866127e-05 -2.150674953051462e-05 9.586122019366864e-06 0.0 -9.316412512598511e-06 2.7544861233083736e-05 -9.965525217680845e-06 0.0 6.582339308584183e-05 5.354767150018945e-05 3.7548759006745665e-05 0.00019425637014397942 0.00016599050394905908 0.00014956782430690613 6.823974993870873e-05 3.42569758109678e-05 0.00011100057168688648 0.00010103482460637938 -1.0662997260295928e-05 -1.964043805632792e-05 -8.821800274609014e-06 -5.074806319161973e-05 -2.2906780544179957e-05 -9.781357301835539e-05 -5.943209258230855e-05 -6.996079366118892e-05 -0.00011995583330042946 -8.994328505690117e-05 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
1 -1.8141735037084673e-05 -0.00010313136897745593 -2.1608579916273704e-05 6.216567679401827e-05 4.009322830196107e-05 2.0783667908759784e-05 -5.5526419443980815e-06 -4.692298640004193e-06 -3.042094454869839e-05 -7.460567902434357e-05 -6.454003089309741e-05 -3.0159943474036788e-05 3.816128910131372e-05 6.947742321740708e-05 7.844338189480237e-05 0.00015065601275472107 0.00015663760133529788 0.0001537314602441495 0.00011508327528526233 8.599406461362709e-05 0.00015530654275358743 5.2557096740764805e-05 -1.4104213535569072e-05 0.0 1.468540651639864e-05 1.586778671467083e-05 4.446616953801607e-05 0.0001206645441653852 7.525227823054887e-05 0.00011531032387512536 -3.358600018862489e-05 9.637848562360995e-05 8.966193395811173e-05 7.567073413586707e-05 3.7131716324111925e-05 5.442311198123845e-05 0.0 -2.3577307667746065e-05 -1.1345233953292344e-05 -1.0746105082612752e-05 1.088150923681303e-05 1.0337916017295676e-05 2.216092320942488e-05 7.513694924167107e-05 0.00013165357632311293 0.00010309054614789487 0.00010859918180957649 0.0001277268515508995 -0.00011789035242861424 7.342066639485904e-05 5.752857228602601e-05 0.00010355392954784542 0.0001203593046423271 9.876767297973472e-05 -4.403618497253861e-05 -8.60823925713246e-05 -8.220757172980912e-05 -5.969507808595625e-05 0.00011203430713637093 -3.574190250937007e-05 -3.401120440518564e-05 -0.00011162155403761712 -0.00015043102575159332 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
2 8.872158304920094e-06 6.1105235461643175e-06 2.3932944057228378e-05 1.7021504854989454e-05 9.468915563657009e-06 4.479945498699174e-05 -6.217325492704008e-06 -2.2017684727927278e-06 -4.66931847632187e-05 -7.676207469260667e-05 -6.980201781193255e-05 -4.615783994899793e-05 -6.07329585934939e-06 4.823542698153598e-05 9.523568190464502e-05 0.00013736440958418716 0.00019232706374323912 0.0001980765819270346 0.0002156139313469859 0.00017972093856932233 0.0002458955002970669 0.00022633083297006275 0.00019462632203023886 0.00019955404648347246 9.759769223399682e-05 5.825972358894965e-05 -8.034938657799291e-05 -4.82676477451624e-05 -6.244968140317431e-05 -5.3401336343995955e-05 -0.0001753450973645957 -0.00013898387479949878 -9.894962482243776e-05 -8.706216903494246e-05 -4.955711942872489e-05 -3.916664783740068e-05 3.706419424162082e-05 9.356788956702584e-06 -3.4720040845173346e-05 -2.345623382827613e-05 0.000102433576815197 1.93081817167596e-05 -4.312957062239691e-05 -0.00011691537533989182 -0.00013501756538845694 -5.174393213198766e-05 3.211970417147543e-05 0.0001029790651329398 4.09553009013199e-05 0.00043688470475012936 0.0001500169451754986 0.00010677793743470523 5.096628294334351e-05 9999.0 0.00024277651199274813 9999.0 9999.0 9999.0 9999.0 9999.0 -0.00015062087673354882 -0.00014912754043526353 -4.1213854374379045e-05 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
3 1.3992034383701303e-05 3.1618265629473815e-05 9.80292642581352e-06 -2.0739110305728414e-05 4.982747318468531e-05 1.4538618065273542e-05 1.887234570157421e-05 -5.10617641746367e-06 -8.067888243615056e-06 -1.9851344905614415e-05 -1.5618499112666072e-05 4.5520616754137614e-05 9.685308654680759e-05 9.519675449651132e-05 0.00013748477366536154 0.0001463676194205701 0.0001646892702008245 0.00020210234701966833 0.00020979679873090007 0.0001422696903456361 0.00016755231203582525 5.427237169813805e-05 1.5748040456318622e-05 0.00012679308633287386 0.00010046112771076655 7.268038913850933e-05 1.3670215599590845e-05 -7.697869438596547e-05 -1.5228589688847066e-05 1.5324864526107042e-05 -1.3922075342544564e-05 7.026883484402303e-05 0.00011855807991634813 0.0 -2.1812896493078924e-05 -4.478349706950364e-05 -4.13087198470712e-05 1.1152139218702943e-05 -3.363601037282346e-05 -5.9486182153406216e-05 4.411869395099242e-05 -8.504708077877461e-05 -0.00011124323961041757 -0.00012604370326810776 -0.00010416043022312968 0.00011541279042279006 0.00012796138817641986 0.00013061157551261455 0.00010395873828397062 0.00013267958276744665 1.758454061805261e-05 9999.0 9999.0 9999.0 0.0001417783064133254 -9.592597647751899e-05 -0.0001539743150576121 -7.583422259649406e-05 -6.746641130150897e-05 -0.00010774517958029751 -2.0330520123556502e-05 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
4 2.962040161456044e-05 1.9616363295005424e-05 1.9136334280290783e-05 -5.088763176868545e-06 2.0428853259817377e-05 -1.5225129338619029e-05 2.8308518552361313e-05 -6.24962986239945e-05 -4.4746835962940345e-05 -1.449230079105629e-05 -1.2586041985967123e-05 3.516694353590159e-05 7.80481090073382e-05 0.00011276090681710205 0.0001184325334346031 0.00021422785265822196 0.00020918396521249946 0.0001462146162895624 0.00016771632163834285 5.831461345604901e-05 0.00013822610429521602 4.660723673237633e-05 5.426631780554394e-05 7.473932817175751e-05 4.324912824302356e-05 -2.7164446488920004e-05 -4.263774433794574e-05 -2.680068569599797e-05 -7.237035408261685e-05 1.1677876003240678e-05 -7.711432511307757e-05 -4.06652559481932e-05 -4.932302479498842e-05 -6.574368834882e-05 -3.601010101128331e-05 -7.686318646655674e-05 -4.298729639958711e-05 -3.1595811651974456e-05 -4.483207421561785e-05 -5.557372655128767e-05 -3.606133584729003e-05 -9.671303915361255e-06 -6.500153203446157e-05 -6.536306696822599e-05 -6.339264612562352e-05 -1.0413214164550298e-05 -5.410442091358023e-05 -6.957022620154109e-05 -6.153549380364434e-05 -3.8819415970789744e-05 9999.0 9999.0 9999.0 9999.0 0.00014726181202177609 8.36452968776536e-05 6.026430899862549e-05 0.00012464607576918556 9999.0 0.00014675322425483864 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
5 -5.724239135475297e-06 9.463966489377735e-06 5.7878535909063834e-05 -7.02110523191522e-05 2.4580628644518608e-05 7.051269053517882e-06 -2.5675167989350956e-05 -7.149264997676103e-06 1.5743833572914597e-05 -4.5006461624455394e-06 2.4976047076391423e-05 3.1358322817052014e-05 5.460164421325386e-05 0.0001033147907277544 5.7424502794331e-05 0.0001306436060459816 0.00014154127645907925 0.00016306692993226627 0.00015523293167356351 0.00012658958243338107 7.576108666284759e-05 5.557446193270656e-05 4.4397094399827204e-05 4.3509923187414115e-05 1.550831006408954e-05 -4.5359774294965706e-05 -8.150345989435306e-05 -4.1386979010219254e-05 -6.762964834106202e-05 -0.00011667693540851316 -5.545188333760595e-05 -0.00011985829205740765 -0.00014170435234080674 -2.583131432654147e-05 -1.397323904536001e-05 0.0 2.9447846774651023e-05 -7.586915175739428e-05 -1.7645453807659038e-05 -1.9091599740666056e-05 9.219056436744373e-06 9.40527357618849e-05 0.0001369375833406955 4.503121984099292e-05 3.765820046194606e-05 7.25871215979406e-05 3.7071458922543296e-05 2.7311063213738927e-05 -1.0100145444131688e-05 5.699454858525562e-06 0.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 3.656464383421636e-05 3.6364278688566405e-05 6.891295981928599e-05 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
6 -1.429855054596429e-05 1.0538281483186296e-05 1.0824593128245292e-05 4.0862693020297917e-05 3.883727124372025e-05 4.0431588609620876e-05 2.422666142530415e-06 3.3016525330311354e-06 -4.872741241186219e-06 -8.791358776704136e-06 2.829147804344235e-05 6.040155330277314e-05 9.414241778312759e-05 8.480007798000752e-05 7.648703930110621e-05 7.673946494548523e-05 0.00013132393863431348 0.000171114467741111 0.000137892161802551 0.0001395362442731587 0.00017200433773933754 0.0001326343045809634 0.0001537331101309673 0.00011157933781858453 5.253899703641606e-05 4.4185168569421135e-05 3.278133201439469e-05 -3.79330801116063e-05 -2.7319672431737625e-05 -7.76013539469195e-05 -0.00012032411172424868 -0.00015874471205163526 -0.00010021281152229866 -7.921019292260822e-05 -5.293720958084334e-05 -3.908453746457594e-05 -6.513527075926954e-05 -1.9578784966903846e-05 1.8820799779276466e-05 1.105207889234162e-05 4.1974035217263616e-05 0.00012677774980249227 4.812619672754263e-05 -8.293419949516143e-05 -0.00010382305149971926 1.767645829338042e-05 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
7 1.6915900995455114e-05 3.0441224765929436e-05 3.8552544834903486e-06 2.5813888901773146e-06 2.7018263001239183e-05 5.096683132503791e-05 3.492336721429543e-05 2.646441838192521e-05 -2.0577232022025187e-06 -1.2192035068870426e-05 3.3462903996435198e-06 3.520704283123006e-05 3.95918990377115e-05 8.245924978237026e-05 0.00011925531248351946 0.00012331913368730934 0.00012242062076080066 0.00015256942355480494 0.0001518434787726808 9.466547192996299e-05 0.00011062134867761731 0.0001170630720474098 3.517900398228497e-05 0.0 -7.705244555671279e-05 -0.0001919841810572984 -0.00021989205440478278 0.0 -7.99621136267851e-05 -2.8393794487038442e-05 -3.8252376593870704e-05 -7.018433096072843e-05 -4.210351982856206e-05 0.0 3.0632268059744385e-05 0.0001264984165370187 0.00010337726232443657 -4.6006287295764076e-05 -1.0128271141693513e-05 -4.8069642144166633e-05 0.00010832770799751597 0.0001423627811161889 0.0001560030602847413 0.00012426188787559436 -5.665469962658779e-05 6.150877817250681e-05 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
8 1.8633824709947582e-06 1.2912457624760564e-05 2.4276400159075927e-06 -3.690984455328796e-07 2.1192134959607993e-05 -6.231741575048521e-06 -3.0409529391433315e-05 -3.0724892000820354e-05 -7.815032808961162e-05 -3.77804845826827e-05 -1.2184017245334706e-05 -1.4480383420417042e-05 0.0 5.6640045594110776e-05 0.00011369294851031542 8.181102143641863e-05 7.37150045524272e-05 8.123142302018998e-05 0.0 4.108363477308093e-05 0.00011749781089271242 0.0001372669877077663 0.00010610651174482318 4.9525119941434495e-05 -5.832773817020616e-05 -2.696668487439944e-05 0.0 -1.50577380840619e-05 -4.273421491137546e-05 -8.72068455488326e-05 -0.00013118341961074645 -9.650364471225031e-05 -1.3561186616299226e-05 -4.2245218038008966e-05 5.971611877999245e-05 3.378349179501076e-05 -2.951671911926264e-05 -2.9917447900768305e-05 -4.118832406548597e-05 -0.00012256334977646467 -2.0376892943706555e-05 -6.603316755064423e-05 -0.00010720597276613659 -0.00010864612169025628 -0.00011171240787854617 -7.228539349692636e-05 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
9 -1.3044702463349205e-05 6.0525593467979e-06 -9.9256067177297e-06 -5.0752947250927075e-06 1.1208229981312782e-05 2.652318022759313e-05 2.3449530317379344e-05 1.5786022143506803e-05 -5.4881984421863586e-06 -1.8641489913294845e-05 0.0 7.543498012693019e-06 5.4122568542501375e-06 -6.991604007252705e-06 3.56586636589189e-05 0.00010780625194123547 9.886340449230497e-05 0.00010645125773833622 6.996063048216072e-05 0.0001211031417570929 9.174083482650247e-05 0.00010578263082492974 5.986585365088733e-05 1.254678067198764e-05 -4.597190039097535e-05 -2.333142643220123e-05 -7.20532054936869e-05 -0.00011029492287881127 2.5228881174206688e-05 -3.927838225676971e-05 -4.9756991034112856e-05 -3.5430399027312926e-05 -2.3088341324650144e-05 3.388511173153982e-05 5.628639196074217e-05 -9.660102960000007e-06 9.349118056781305e-06 1.8152768951802824e-05 -5.971454746962214e-05 -0.00015154295383820504 -0.0001482790682286704 -9.621348596114704e-05 -4.360421982810322e-05 -4.511996479110007e-05 -6.301248948655826e-05 -0.00011850981065324042 -0.000124138046842215 -0.00014687876477935253 -0.00011120659260969674 -2.9261820609795264e-05 9999.0 -7.138055691629784e-05 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
