 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14
32 7.036068737073272e-07 -4.7943516601979996e-08 -1.294548616503074e-07 -1.260365426867865e-07 4.576408884252785e-08 -2.818079861618218e-07 1.1331562223362164e-06 4.1012568553224776e-07 -1.1518359260283557e-06 1.7913332417480198e-06 -2.741187120531709e-06 9999.0 9999.0 9999.0 9999.0
33 -4.799592056824183e-07 4.615605661634256e-07 1.1766503894301015e-06 -6.985680202497841e-07 -5.073266077329525e-07 -9.733207307069495e-07 1.0123808988364478e-06 -3.838785910473272e-07 8.021218623212079e-07 -3.58175917109254e-07 3.013476771900252e-07 -6.208839447266556e-07 9999.0 9999.0 9999.0
34 1.4036667160811113e-07 -6.308152873105953e-08 -2.616983217294112e-07 5.886649614367388e-07 8.234850289616512e-07 -1.2936610653203895e-06 -2.6005441278486154e-07 -3.3674313323138623e-07 7.25721840179648e-07 -2.7680208530198353e-07 1.4249724998323695e-06 -2.3555017101716896e-06 1.792641304915198e-06 -1.906495718906413e-07 9999.0
35 -4.800606884959033e-07 4.8584025160290535e-08 5.611824472657179e-07 -3.394270922708483e-07 -1.4301217781135504e-07 8.027881674943696e-07 -8.295029019852774e-07 -3.126211258602078e-08 -7.655548715936585e-08 -7.909668199148256e-08 1.1130067110458555e-06 -2.213843450312338e-06 9.366928581232719e-07 7.795048788490867e-07 -1.160331738623168e-06
36 -6.016602631487338e-08 5.7839323106593954e-08 9.390748431281126e-08 1.027011062280223e-06 -7.933923409525024e-07 -9.014668860215738e-07 -6.47390015242925e-07 1.552765514312077e-06 1.899671867368914e-07 1.4617434845666323e-06 -2.4959989031787844e-06 2.0401192169233884e-08 1.245930645315198e-06 -1.8777013924666446e-06 -2.1149116883450663e-07
37 -2.3952588334702206e-07 -1.666773510169859e-08 1.5382408160967763e-07 6.913153118487938e-07 -3.273700310199e-07 6.56932465413538e-07 -7.036919317861157e-07 2.3718594866203538e-07 -2.6859067077425572e-06 3.852645404093667e-06 -2.5762299330763597e-06 -3.139492232493637e-07 1.6416590631659012e-07 -2.420432232078922e-07 2.621300792702447e-06
38 -4.5646441881272746e-07 2.7550527217966417e-07 1.0343088302898663e-07 -1.855201666897338e-07 5.244673879702705e-07 -2.7643517472281786e-07 -7.1143033033782e-07 9.5477647388161e-07 -1.18195945354566e-06 2.2370176418689384e-06 -2.8531345104907377e-06 1.5137816154281588e-06 -1.547737525150425e-06 2.71518469356989e-06 -3.4770925675522223e-07
39 1.8723372107501214e-08 3.192399566917222e-07 2.714277518316082e-08 -2.2830843956895043e-07 6.734438757111735e-08 -1.0637773672470847e-07 1.6647592261702562e-08 4.306059248920962e-07 -4.857792368224631e-07 9999.0 9999.0 9999.0 -1.6081486723858575e-06 7.906430628415974e-06 -4.82972258943142e-06
40 -8.963676444324996e-08 4.976654816338965e-07 2.600297590418668e-07 -1.1515269183724022e-06 1.8884556528933113e-06 -1.830737076572026e-06 1.0061938373725198e-06 -4.727308562531491e-07 9999.0 9999.0 9999.0 9999.0 9999.0 -8.552722352347362e-07 8.336153484777893e-07
41 -2.299946430362522e-07 2.2580166065863142e-07 -8.49915459172119e-08 5.021734914571304e-07 -1.7448800208617067e-06 1.7201098461906643e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 7.203951343269075e-06 9999.0
42 -3.9341725551040943e-07 3.3501021188933695e-07 -1.771822668191386e-07 1.2330506825424055e-07 1.0528710013913926e-06 -2.8133333389450578e-06 3.6588165121048955e-06 -2.2648615301675974e-06 7.680511212138289e-07 8.49267100759311e-07 9999.0 9999.0 9999.0 9999.0 9999.0
43 -3.509157884717929e-07 2.732074920466476e-07 1.4327032477945883e-07 4.972589725569094e-07 5.859014996468865e-07 -1.149649760055408e-06 -1.617488374832253e-07 -4.870910098909442e-07 1.0152198397062498e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
44 -3.971668048148228e-07 1.9173525589488744e-07 2.751044016776294e-07 5.139716694951222e-07 -2.7977284393047635e-07 -3.2455933438541975e-07 -5.974639932245994e-08 2.8753913659559623e-07 -7.259885500721625e-07 -4.840958220771794e-07 9999.0 9999.0 9999.0 9999.0 9999.0
45 -3.5508065942461463e-07 5.30506305883281e-07 4.5287705459192426e-08 -6.708618481874444e-08 3.812163624591313e-07 -1.3112247757122757e-07 -4.614790927044828e-07 -3.07717531361292e-08 -1.1224429065794706e-07 1.9364927565457183e-06 -3.705975500872247e-06 9999.0 9999.0 9999.0 9999.0
46 -1.2056791924208785e-06 -3.7087948032714925e-08 5.741226186209336e-07 3.202867808926735e-07 1.5705311558494014e-07 -1.5703548755548396e-07 0.0 -2.91153451185243e-06 5.812234784272055e-06 -3.907568560229002e-06 3.3110040458110437e-06 -9.866739786878639e-07 -6.756498159636689e-06 9999.0 9999.0
47 -1.1091739550965952e-06 9.14041987508002e-07 -2.2559149690064394e-07 3.616723748692821e-07 -4.4518860372012835e-07 9.130424141488156e-09 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
48 -3.7830961709714456e-07 4.559539555340114e-07 -1.5962159245866045e-08 3.4052604598689677e-07 -4.4737144905245625e-07 1.1057989655653467e-07 4.943899056131707e-08 2.4516849323094057e-07 -9.57387521347107e-07 3.3328574998621245e-07 3.040722693181928e-07 9.186973299194039e-07 -2.017272918811692e-06 7.400978633798295e-07 1.2931198992410254e-06
49 -2.3184843492811873e-07 1.6702546343950447e-07 -7.203106320135426e-08 3.1643092754537377e-07 -2.85747182127852e-07 -4.223294722267794e-08 4.824637832166497e-07 -7.651978879851235e-07 4.6241176958902256e-07 -9.607764004582681e-08 0.0 -1.141783484205674e-06 2.2769942537825544e-06 -1.7979149229118315e-06 1.7746252766703693e-06
50 7.712140727425558e-08 8.086856869780242e-08 2.941612590308613e-08 1.0161279168116872e-07 -5.235962016162648e-07 2.1759457435207822e-07 1.8580168139256623e-08 1.31525483080463e-07 -1.2907636164901755e-07 1.8448089907713267e-07 1.4961080505916232e-06 -4.038029650716194e-06 3.9055451860707445e-06 -2.3380108117855827e-06 1.1914922913585025e-06
51 2.1116528044485668e-07 8.157728589367491e-08 -8.938893521681577e-07 1.2673154956676321e-06 5.643113514215223e-07 -1.0855845065615237e-06 -6.808829296530185e-07 1.0064785663809198e-06 3.73862546411994e-07 -7.682010926868378e-07 6.877376734825211e-08 9999.0 9999.0 9999.0 2.7790575597837974e-06
52 1.5383589521130702e-07 2.420351592894271e-07 1.940976625938831e-08 4.130903167181995e-07 -9.91646656300729e-07 3.540174257332025e-07 -1.909515532470088e-07 1.2441367218956374e-06 4.2537314508063926e-07 4.514678034963192e-07 -3.536085432132266e-06 -7.312764885036713e-08 2.206986177275241e-06 9999.0 9999.0
53 3.653446185320886e-07 -4.679949401891013e-07 -9.833002362175847e-07 7.406730926605748e-07 1.796458116289043e-07 -5.665827236586794e-07 -7.07077673158227e-07 1.3309033995380594e-06 -3.2980219037789735e-07 1.6078965760634501e-07 -2.946285628431712e-06 5.4174431213089934e-06 7.744626053362833e-07 -4.573818367259659e-06 -4.1396176719365734e-07
54 8.48603887361076e-08 2.0071765292023437e-07 -6.039174118097297e-07 1.0933220578793727e-06 -3.9505446720978977e-07 -8.584682940643706e-08 1.270519417219674e-08 -7.608726203747913e-08 5.759045217642564e-08 9999.0 9999.0 9999.0 9999.0 9999.0 -3.372303023647861e-06
55 1.627977046689985e-07 -8.399797751315156e-07 1.080387380662588e-06 -6.017637679311712e-07 -6.721701839716186e-09 2.620170752628139e-09 1.3687344409426864e-06 8.605317459599475e-07 -4.414575420996912e-06 2.4795257007933812e-06 9999.0 9999.0 9999.0 9999.0 9999.0
56 2.5703399129025637e-07 -5.665205693589281e-07 -1.4949983393881374e-07 1.0240247055244364e-06 -7.325726969844682e-07 -8.182277140494715e-07 1.6154675653303102e-06 -8.478265477209135e-08 -4.236296495447193e-07 -3.6671134904428987e-07 -1.5237001188560976e-06 9999.0 9999.0 9999.0 9999.0
57 -2.003168363369304e-07 4.4325013925864763e-07 1.0833692355908321e-06 -2.70927224987192e-06 1.3573619569020551e-06 -1.0474629596637063e-06 1.0352041302876626e-06 2.9052862549685553e-07 2.9710648232943073e-06 -1.581431394089361e-06 -2.5749818218483348e-06 4.1372885379422686e-07 -4.960790846741378e-07 -1.3105210605877258e-06 1.2896755226900312e-06
58 2.598585030392118e-07 -3.185688242638178e-07 -4.907384218520286e-07 1.0082118400002218e-06 -1.2117091970772649e-07 -2.993721072985248e-07 -2.81078047642711e-07 3.6914817683464636e-07 6.693553699618059e-07 -3.42698203023399e-07 -8.26583000409034e-07 1.5249373677942447e-06 -2.427249015630543e-06 8.218661514515386e-07 -1.3721150286172728e-06
59 -3.367055560735843e-07 -7.788481687112197e-07 2.8424555467954863e-07 1.6027467547102153e-07 -2.46167161410629e-07 -4.294384950684632e-07 3.0208651706783187e-07 4.944997120812612e-07 2.30173518755371e-06 -1.9936350876073923e-06 7.201990158633971e-06 -8.165806656795104e-06 -5.779250687922397e-06 5.204661708043831e-06 2.64581479178546e-06
60 2.9974293847623043e-07 -7.382662699279538e-08 -4.47996105115398e-07 -2.141860907782325e-07 6.465548959687769e-07 -1.8345331861389823e-07 -9.589629408291138e-07 -1.2302438594738718e-06 3.9650801699882316e-06 9999.0 9999.0 9999.0 9999.0 9999.0 3.566532395259511e-06
61 3.199721768758835e-07 -8.088065914839772e-07 8.056841330048744e-07 2.66971150789289e-07 -8.226877061948074e-07 2.597329105421025e-07 -4.451035857481021e-07 1.266331718885993e-06 -1.1134965581709637e-06 1.829689519927875e-06 9999.0 9999.0 9999.0 9999.0 9999.0
62 1.2747649496684944e-06 -1.0882019834225302e-06 -2.3208035715961344e-06 2.382444985964937e-06 -1.0353181558222716e-06 1.7426200815181192e-07 8.089165213469556e-07 1.991514884380072e-06 -1.5225783810398303e-06 -1.092891823129988e-06 3.7301465521529584e-07 9999.0 9999.0 9999.0 9999.0
63 -1.4064938188678855e-09 3.940223337142319e-07 1.029435919789381e-07 3.6108494970342556e-07 -1.3201013690124375e-06 6.606857628308296e-07 1.2835014402642237e-07 -5.536636891494415e-07 9.945429588517411e-07 -5.893621351303359e-07 -2.965172737238186e-07 2.270979882853192e-07 9999.0 9999.0 9999.0
64 1.98852094791901e-07 -5.087008950912604e-08 1.0485904828385125e-07 1.9649106686101099e-07 1.4987334829274952e-07 -1.073248250617599e-06 1.158765494033733e-06 -1.6314301539312112e-07 -6.21832104397271e-07 -6.131666779784011e-07 9999.0 9999.0 9999.0 9999.0 9999.0
65 5.068890374186635e-07 1.7845184282356537e-07 3.9205292342827525e-07 4.4253810717269736e-08 -9.662525091293804e-07 3.000735366745192e-07 6.914659113252059e-07 -1.4573625783294107e-06 2.241122352656969e-06 -3.994479300315469e-06 5.548711607517388e-06 -1.4176183519329837e-06 -7.065606472114492e-06 5.208522129097758e-06 1.928752324600755e-06
66 1.1433320904713636e-07 1.1391356339993088e-07 -4.4949772236419855e-08 5.917981246450481e-07 -1.5976229576829276e-06 1.2576649432424003e-06 -8.239673798316075e-07 1.3284365596614864e-06 -1.1030964521156455e-06 5.594041789012526e-07 -1.1971052054263228e-06 5.546381435255773e-07 -2.1662535971842153e-06 1.946567618194627e-06 3.945096849560236e-07
67 2.6495698074371826e-08 -3.9806191183663045e-08 9.71611093356727e-08 -1.8938500855519206e-07 -8.466144512000683e-08 8.46519425103781e-08 3.8706383889556124e-07 -3.87020417775475e-07 5.295439222613914e-07 -5.294845516685843e-07 9999.0 9999.0 9999.0 9.535765839973408e-07 -6.364012028247816e-07
68 8.326992084016639e-08 1.5409322240261984e-07 -6.956617393438429e-08 2.0400374991383488e-07 -3.227268746954677e-07 -9.788635308204499e-08 9.787536906522472e-08 -1.5925244488371487e-07 6.941541829522776e-07 -6.575400886413469e-07 1.9215250874540374e-07 -2.7708651552599604e-07 -1.5435239521534048e-06 -4.0414322829211967e-07 3.7618673653868315e-06
69 1.3823924037782545e-07 -2.9155816521114724e-08 2.565692684680091e-07 -1.401277798822078e-07 -4.1671570400350504e-07 2.411381701874609e-07 -2.517238134430779e-07 3.387735005514153e-07 6.868236578345901e-07 -1.2610318545144527e-06 -7.677449203132668e-07 3.5181956870494953e-06 -3.021827129158653e-06 -2.3474666836133368e-07 2.5331507815104282e-06
70 5.603024422992425e-07 4.7077174588795306e-07 1.4219133133318199e-06 -3.7379844743984577e-06 1.991693744362281e-06 -2.9033980767137348e-06 4.057985645675232e-06 -2.418187749893328e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 -3.1284596401028666e-06
71 -4.817457118415055e-07 -7.93969363240441e-08 4.762555228282479e-07 -1.733372767881675e-07 4.0932973295168107e-07 -3.2023342743803673e-07 -3.016115603370268e-07 1.4265164897739118e-06 -1.7928854964022578e-06 2.3497733826179395e-06 -2.7880209872591576e-06 1.956253181762144e-06 -4.192965670540461e-06 3.1818922074263826e-06 9999.0
72 2.5228643537871015e-07 -3.3348972478791495e-08 -1.234462315082528e-07 6.256219390983056e-07 -2.9058467308378295e-07 -9.353885020697667e-07 6.890684082312496e-08 1.0672195614997495e-08 1.0083951710534987e-06 5.626935022342576e-07 -1.1356341076044623e-06 -8.181583061118794e-07 -4.2061470446470517e-07 1.2385426585769044e-06 8.686931779200612e-07
73 -1.3711111468406376e-07 -1.395039201311624e-07 7.382607706647515e-07 -1.251672834476254e-06 2.932601664951948e-07 -6.901015941193483e-08 3.229272067251698e-08 1.0668802808327424e-06 -2.5010744027774474e-07 3.722166381957207e-07 -1.0565539159956878e-06 -4.6789194021958867e-07 -2.7967579806444956e-06 3.2253144120675556e-06 -2.995883169430749e-07
74 4.148839051740099e-07 -1.1289507419996397e-07 -8.196645821325095e-08 -2.2887459266059493e-07 -4.849334170429836e-09 -2.8292759585556396e-07 -4.898502997715584e-07 2.7608502304023273e-06 1.9931772793718454e-06 -2.715198290747606e-06 -3.953898981666343e-06 9.216940873536216e-07 1.3833322716109956e-06 -8.361076924128751e-07 9.289317498339993e-07
75 -2.0134081983968902e-08 8.862175457339835e-08 -4.5827197008239787e-07 -5.425927815064646e-07 3.326456266886463e-06 -5.232380325666098e-06 3.2553453353525027e-06 -5.384531807021604e-07 1.0819221945245192e-06 -3.231394258638569e-07 -2.0583112273358795e-06 -3.1934492589753567e-07 2.5835219370236146e-06 -6.064934877933801e-07 -7.505169618772356e-07
76 -1.1653932964665976e-07 3.7755734626701306e-07 -7.091986442138007e-07 7.43147105836413e-07 1.2627811104229122e-06 -2.233475083410559e-06 5.709048552018137e-07 1.1208333972879258e-06 1.077878276385497e-06 -2.1354052914686487e-06 -6.19365110499152e-06 5.385611407376751e-06 3.075034817720957e-06 -2.345894786102185e-06 1.25692850676262e-06
77 8.220481313011356e-08 2.126175964640184e-07 -2.4627278934056145e-07 1.1421357556619224e-07 -5.067628465182777e-07 -1.0567978942212987e-09 -9.484079215550268e-08 1.6094969873929085e-06 -1.8964803042838718e-06 -6.043909675491411e-07 1.0632297698837185e-06 -1.429291369461838e-06 1.8751682692939251e-06 1.7499936234595019e-06 -1.4259723620028065e-06
78 9.831446414725659e-08 -1.6532856309836013e-07 -4.994899146060415e-09 9.277021211702793e-08 -1.239539927158894e-07 -1.410399512975867e-07 4.7242082177914024e-07 6.515391185461488e-07 -1.7238448880442997e-06 -4.1113714645098955e-07 -9.705430773896923e-08 1.3727524811637517e-06 1.8838772076435647e-07 1.5263354625955726e-06 -7.889836834752181e-07
79 -9.53812688015464e-07 8.916311215901957e-07 4.954442699235642e-07 -2.931389386066805e-07 1.3910602644891134e-06 -8.362701567834862e-07 9.343085199648819e-07 -3.0530280429655237e-06 1.3851593916785003e-06 1.8267468090053735e-06 -3.825590306238061e-06 7.355954134679752e-07 1.9961859447923327e-06 1.962663107309495e-06 -1.6150778091542717e-06
80 -2.2361929494023086e-07 3.437318210842242e-08 6.851511987316825e-08 -1.8558715184993957e-07 2.674898368641114e-08 -3.352036751885264e-08 4.1007812251760955e-08 -6.950407247401415e-07 9.747051962886936e-07 0.0 -4.0210446898717867e-07 -1.2305709703649262e-06 2.2165405100142006e-06 4.1247206904045946e-07 -4.22232410482599e-08
81 2.93495578577128e-07 -8.667277647760609e-07 5.948857186772773e-07 -5.393005502444851e-07 8.682038273050537e-08 8.95394604255024e-07 -2.2367578034091696e-07 -2.103847051437627e-06 1.1421476881727679e-06 7.759462621060235e-08 2.1861147520521912e-07 1.7885706926307883e-06 -3.590006310431085e-07 -6.00193697309558e-07 5.127390636713133e-07
82 7.47728217771364e-08 -2.620598036104654e-07 -6.735246978308968e-07 9.45093539202138e-07 2.0144065251320828e-07 -3.087111576990148e-07 8.397395886428973e-07 -1.314492714471164e-07 1.3881422853655444e-07 -3.504384078805587e-06 1.5469648717721787e-06 2.057265397324823e-06 -8.947261204343461e-07 2.6811163549621505e-06 -8.566390780669921e-07
83 -5.660926981217976e-07 3.505231183455804e-07 6.958098599624412e-07 4.660005929668771e-07 -1.3647247784884809e-06 6.494621086587743e-07 2.3102709739614614e-07 4.067826657542181e-07 2.3412142565948638e-08 -2.7221971778128986e-06 -2.226849039533328e-06 5.624973862499891e-06 3.126597060039522e-06 -2.5557762417615646e-06 -6.401067521934441e-07
84 -1.1137448520085962e-06 9.776373500255282e-07 2.3370537089139149e-07 -8.798539372733257e-08 9.269172042584111e-08 -4.3172261296339e-07 -5.608278672051475e-07 1.7207967602081177e-06 3.5136957748563724e-07 -2.84979996215469e-06 2.045266473895345e-06 -2.0389696217234247e-06 3.2899660509013687e-07 5.486708554208268e-06 -4.218980874053104e-06
85 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
86 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
87 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
88 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
89 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
90 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
91 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
92 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
