 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
12 -6.208215719644108e-08 3.2791743752691104e-07 -5.091616022872855e-07 6.845372069426271e-07 3.7465894055783225e-07 -1.4780611261863569e-06 9.156071094586578e-07 -4.943843903375602e-07 1.1611811672945794e-06 1.0229094331439797e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
13 3.0840815140144276e-08 -7.99431966517166e-08 4.956464264076572e-07 6.117912277450455e-08 -6.819338381742369e-09 -2.000822552409897e-06 2.341033964431772e-06 -4.268474616653936e-07 -6.023822633866864e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
14 -4.465982318448758e-08 5.132938518636607e-07 -2.853636159560353e-07 2.9970635386327314e-07 -3.0459470475094555e-07 -8.110880600446144e-07 7.914176641310216e-07 1.3200197743567133e-07 -8.457848883483751e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
15 -3.423369474919938e-08 4.947708224679565e-07 -1.7487766629341763e-07 1.4264952427713827e-07 3.5863247802066434e-07 -1.2037405692313534e-06 3.801070465606128e-07 1.7588910290803436e-06 -3.552671571247467e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
16 2.8355257108055987e-08 3.2991826244813694e-07 -2.521232659069072e-07 1.1924442634565704e-07 1.964340073296028e-07 8.546995933952954e-08 -8.759635288318546e-07 9.424271439741502e-07 -4.233392449549546e-07 4.4400024341762026e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
17 3.419013004960075e-09 1.9124007235512238e-07 -7.767667042812486e-08 3.582261661223674e-07 -3.5049351468017466e-07 -1.101506405493598e-06 8.289623274345338e-07 -3.4631469888753137e-07 8.097297566392922e-07 1.6177762772585255e-06 -7.504515820265021e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
18 8.704765829117833e-08 6.315150513578747e-07 -2.889366519700631e-07 5.88968000338471e-07 -1.2405121377235399e-06 1.9064101300391545e-07 -6.525211508865261e-07 9.348494791665376e-07 1.3905942298230587e-09 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
19 4.58823571536358e-08 9.402409146383915e-08 2.172112540590287e-07 8.18099597961869e-08 2.7291018619543206e-07 -8.237676520622148e-07 -4.29183364140893e-07 4.080569899314213e-07 -2.834002974893896e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
20 1.307516322503339e-07 2.0419236477143674e-07 -3.865468062336089e-07 7.860302076318936e-07 -7.213622565037001e-07 9.183483565398642e-08 2.5864164021836474e-07 -3.361919722063929e-07 -6.667557420339868e-08 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
21 3.184501800386619e-08 -1.404822472772108e-07 3.2024012957239136e-07 -4.6449578110521246e-07 1.5896145927629857e-06 -1.4179304475424622e-06 9.638053095414772e-08 -1.0885100632057778e-06 2.00648500286751e-06 -8.368205638862163e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
22 1.1584329901249964e-07 5.283900584806975e-07 -1.6964766929023619e-07 1.4800258434848572e-06 -2.5352434420569335e-06 7.00253823244964e-07 9.978143149816579e-08 6.172749769601246e-07 -4.7445913933654506e-07 2.6421295403440894e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
23 1.2686842159875095e-07 4.1629475411011234e-07 3.76041881712069e-07 -4.145872649403413e-07 2.8099145737326034e-07 -6.220898516842467e-07 -3.4258447609187716e-07 1.5331865923607715e-06 -1.0687605478451078e-06 6.526388449242392e-08 -1.6156359141530925e-09 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
24 5.839228312091232e-07 -3.9800047191941614e-08 -1.0665870572373607e-07 1.0236758670080802e-07 1.7743609680954034e-07 -7.553160336858639e-07 5.769983549781303e-07 -2.560315373663348e-07 -6.335492551096222e-07 3.968227124020716e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
25 1.208461551228121e-07 4.435753309577667e-08 1.0258977375078566e-07 -7.48235347667342e-09 -6.731204861294004e-07 3.3463534603497165e-07 6.985881094430003e-07 -1.0361918951748592e-06 7.520940717273091e-07 -6.796673894352508e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
26 3.008968396287684e-08 3.5414557825036254e-07 -3.570678908649439e-08 1.804681342497381e-07 -3.0697660641132554e-07 -7.318083245011504e-08 9.551489507632564e-08 5.365813487309929e-07 -3.937337149595732e-07 -2.2872558698278217e-07 -5.573171402010943e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
27 4.0065838566369585e-07 -4.584741821225293e-07 3.8784540629444504e-07 -3.048986363751494e-07 -4.744221052240568e-08 9.416900662186173e-07 -8.200846538973729e-07 8.201451541103372e-08 2.3533437447695484e-07 -1.7214370452455073e-08 -1.0683078141517e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
28 5.582211722996679e-07 -2.5156374351966174e-07 -2.0627463087446842e-07 1.0452358337789061e-06 -1.1102788261712695e-06 3.7064348607951314e-07 -7.460665837001581e-08 7.459966925338847e-08 5.265926791353628e-07 -3.2283577887538196e-08 -8.926347989753076e-07 4.012505000973666e-06 9999.0 9999.0 9999.0 9999.0 9999.0
29 4.0798588290861323e-07 -2.644254837024102e-07 -2.731287822223629e-07 1.6043137554269174e-06 -1.6611231238148618e-06 4.0011852072877965e-06 -3.1787577989509846e-06 -1.068996066392374e-06 1.6069540602993226e-06 1.430573177334166e-06 -3.837138652592203e-06 8.332929028881591e-06 -6.735677739478333e-06 9999.0 9999.0 9999.0 9999.0
30 -8.197065940872693e-07 -1.626433936118528e-07 1.5129087012232628e-07 3.8700181276800564e-07 1.6357356915921192e-09 -7.535451865025006e-07 9.396950000567761e-07 -7.398239138371186e-07 -4.971152304223428e-08 -6.28674214921606e-07 -2.139600358982561e-09 -3.676913503248415e-07 3.0307950705559907e-06 9999.0 9999.0 9999.0 9999.0
31 -2.333777849792536e-07 -1.0424267018204473e-06 3.6010483872874557e-06 -1.916146630745964e-06 5.310355591708302e-07 -9.537665192800412e-07 -4.6541061105216053e-07 8.719822711424672e-08 2.2342405209102044e-06 -1.667752371850366e-06 -4.392389485827569e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
32 -1.1769204072733928e-07 -2.4206439474159345e-08 -5.9250629563284933e-08 -4.910006067468351e-09 8.5205093421505e-08 -8.597946402785286e-07 9.73701826983528e-07 5.577013046107818e-07 8.501430139894907e-07 -8.883936557323771e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
33 -2.0205183133125988e-07 1.2380443949013315e-07 9.706292074496231e-07 -3.5920468653526277e-07 -4.5878430025716975e-07 -6.750627795401494e-07 -4.6978761035314835e-07 1.007809351174891e-06 -4.580012361173145e-07 1.2122025989123444e-06 -8.18363667173512e-07 3.888569936033368e-07 1.4855855910596476e-07 -9.060323129703014e-07 9999.0 9999.0 9999.0
34 -4.807110888856536e-07 1.005708586915425e-07 -1.7549738599199124e-06 2.032145441646473e-06 9.84794243692329e-07 -6.520265728463938e-07 -8.355381600455788e-07 -9.374285004288883e-07 5.352045272450645e-07 1.0212299572636278e-06 -1.51553556545358e-06 8.605801091533492e-07 3.402831109426774e-06 -5.253297577132751e-06 1.6012547656068554e-06 2.1751414480855534e-06 9999.0
35 -2.1988662952608477e-07 3.119443257152441e-07 4.902564979808155e-07 -6.665131538057881e-07 1.3572137463354926e-06 -2.5370033667632467e-06 3.3077512077362373e-06 -3.168274324741244e-06 9.213723660961411e-07 -5.1132956318471906e-08 1.1465217235443105e-07 2.1770318861103082e-07 4.357432876944979e-07 -2.5565266100231348e-06 1.951476264384522e-06 3.953252476128918e-07 9.400973514552817e-07
36 -2.3829554683142586e-07 3.2177444799626987e-07 -5.980833167349739e-08 1.834311661620292e-06 -1.7857881161612918e-06 -1.8029288923744957e-08 -7.415527702190679e-07 -2.554109500895479e-06 4.723383326410499e-06 -1.0757629784044382e-06 1.7434268103579927e-06 -6.465222357727701e-07 -3.424860135569384e-06 1.8501801451450637e-06 7.586909303907148e-07 -3.4765688666499447e-06 1.5308582782851075e-07
37 -3.6329473165047374e-07 7.467103638996317e-08 1.8164312390242584e-07 7.632390208908668e-07 4.7474600951865957e-07 -1.3158563044291015e-06 1.587624523074572e-06 -6.491404493617638e-07 -3.905121243842719e-07 1.7352378368410652e-07 -6.758805157441622e-07 -2.4330323414379146e-07 1.1156190174139632e-06 -3.0376338960361675e-06 5.077943731491989e-07 1.1439376638567157e-06 1.8339124597130898e-06
38 -6.212414993735029e-07 4.163423609429753e-07 2.6292644866012313e-07 -6.696807346210868e-07 7.113035549331008e-07 6.034490477992453e-07 -5.1296366439586e-07 -6.0566263476027e-07 6.204046706582668e-07 -1.4926383951837686e-06 3.2263821915845184e-06 -2.7498879644401794e-06 -3.400775973797739e-07 6.860961972669124e-07 -1.3313329044327868e-06 2.330707360289566e-06 3.430185803825519e-06
39 -8.335204772086855e-07 -8.963752972052369e-08 8.996826128811157e-07 -5.267887279114954e-07 4.7431738095570086e-08 -1.269983680514296e-07 2.0681518353580251e-07 -6.104218143368596e-08 5.52346012538693e-07 -6.987415311737815e-07 6.046599246931833e-08 9999.0 9999.0 9999.0 9999.0 6.9799145475960006e-06 -1.147395737852525e-06
40 -5.3304463367137634e-08 1.852187512647318e-06 -2.2262535191989674e-06 -1.0790313503074575e-06 3.5243498862697137e-06 -2.2674014955015334e-06 1.0271934804326157e-06 -1.0650824415280589e-06 -1.0431411297500884e-07 2.2176948716633603e-06 -2.3123344156052447e-06 9999.0 9999.0 9999.0 9999.0 -5.953122032401366e-06 1.0430686536336087e-05
41 -2.7103873204470585e-07 5.442334556524632e-07 -4.457278063818157e-07 -5.563652296910735e-07 -8.908978835202475e-07 -1.1570916226997578e-07 1.5856814961493488e-06 2.022988440585909e-06 -1.5507232771757726e-06 -3.557002373696495e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
42 -8.714415872794651e-09 4.756466521836375e-07 -5.054363447982229e-07 4.323457927360975e-07 1.6301848715050224e-06 9999.0 9999.0 9999.0 -2.69612308836779e-06 5.914941822142952e-07 1.8797616816912464e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
43 -1.818726375392403e-07 3.681187712209521e-07 -8.411820085093207e-08 7.535765768062408e-07 6.646073748238044e-07 -1.489724177662313e-06 -2.3387728528232354e-07 1.0132593050778567e-07 -6.323770774363408e-07 9.655016384819775e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
44 2.1353397727911835e-09 3.7948477419307403e-07 1.901583484390772e-07 5.819371399224038e-07 -6.192206362073189e-07 -8.348108373765331e-08 5.8886625983434547e-08 -1.0413579599892187e-07 2.818633051033262e-07 -1.1067106357903333e-06 -3.2086287173992385e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
45 -4.930311108593615e-07 4.493866447766022e-07 5.02661866860877e-07 -4.911757032927772e-07 9.629113139913805e-07 -6.479970924147654e-07 -1.3687309054369205e-08 -7.267606044333674e-08 -2.1782541834772499e-07 1.8305939509477333e-07 8.686758121892245e-07 -2.1170335449911627e-06 9999.0 9999.0 9999.0 9999.0 9999.0
46 -2.837172282594017e-06 -9.782095239373757e-07 3.3110246997475706e-06 2.3778288221140105e-07 2.2597451372171682e-07 1.927718650150184e-07 1.577020841041255e-07 9999.0 9999.0 9999.0 -1.5551957950585912e-06 -8.591613404698318e-07 1.640837062019599e-07 2.6425232814997085e-06 -1.1905995283581783e-05 8.696519633212183e-06 9999.0
47 -7.888700147987046e-08 6.660975118423748e-07 -2.209226726534292e-07 9.572597534234796e-07 -1.223390506180323e-06 1.4494614709238131e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
48 2.885353851927247e-07 -3.062143344285958e-07 2.660118337816679e-07 3.046256406920074e-07 -2.2910698106589487e-07 -3.876924638033608e-07 3.6905419216717217e-07 8.056541156327157e-08 1.9948350354900121e-07 -1.541265994660534e-06 8.072855969555212e-07 4.597968861654762e-07 -3.587823591930922e-07 1.578387457891086e-06 -2.762960657383832e-06 9.298909479803211e-07 1.4258377482963977e-06
49 -1.7649897425391952e-07 4.6856428153260725e-07 -3.719616469656536e-07 3.8750050829001623e-07 2.5562273617510567e-07 -9.101915604732267e-07 5.072772499233025e-07 3.1737129766065356e-09 -2.002776401498199e-07 6.348681793205085e-08 5.65594514788695e-07 -3.9486843407800673e-07 -4.860438754931555e-07 -1.8422313987952734e-06 4.368782793279852e-06 -3.0640419241094107e-06 1.6941352281102628e-06
50 1.2229075128563334e-07 2.5311735288899036e-07 1.898627549319561e-07 5.092952314167614e-08 -5.486168333194046e-07 5.2100386054600486e-08 8.299676177109019e-08 3.207179082468471e-08 1.0192674128722069e-07 -2.702795168853535e-07 6.19055725130883e-07 1.3221631732641963e-06 -2.501229368457582e-06 -2.555162115467769e-06 6.234897941564147e-06 -4.51583298286207e-06 2.277182390941231e-06
51 2.4792832576856104e-07 5.436155410743181e-08 -6.264241053359943e-07 1.4100354952850132e-06 6.501180605738172e-07 -1.7767684498463577e-06 4.28844984942342e-07 -1.258185054754189e-06 1.7506396197182137e-06 -1.485646807682273e-07 -1.1897623165224743e-07 -5.284014926088451e-07 9999.0 9999.0 9999.0 9999.0 9999.0
52 -4.292531508853467e-08 2.769888233563179e-07 -1.9133157322869622e-07 4.6444877892577077e-07 -6.719274965593946e-07 -8.802384469896167e-07 1.3012514784590113e-06 -1.035907203365504e-06 1.9550696874825576e-06 6.031975771390103e-07 4.904076510523411e-07 -1.9477893604547603e-06 -2.974272604713657e-06 -1.1229965519773682e-06 5.296296739656158e-06 -1.1184260848447018e-06 -2.395890569836544e-07
53 -1.4678230562579073e-06 1.32999785281304e-06 -1.4643579580454468e-06 1.3023093838110167e-06 -9.566504275842422e-07 1.2167651039244046e-07 8.320368484489124e-07 -3.52917071839915e-06 3.5443173451858723e-06 1.5681436480411992e-07 -2.0031020122717934e-06 8.503594230519705e-07 -1.4555356247547302e-06 4.798985585948358e-06 9.431398568404078e-07 -4.473417560643901e-06 -2.7210404185744943e-06
54 -1.0676108139507872e-08 5.6526453215934356e-08 -9.93553551426902e-07 1.9495623054265966e-06 -8.498544685532591e-07 -5.381457666105302e-08 -5.806948439155177e-08 6.667638616218151e-08 -2.039527801783627e-07 1.68512193378903e-07 9999.0 9999.0 9999.0 9999.0 9999.0 1.4741612372750152e-06 -4.412248179759751e-06
55 -3.397055936601376e-07 2.244340308315939e-09 1.1485615796024858e-06 -7.62561254646652e-07 1.6942425007481601e-07 -9.37467500124603e-07 2.8740704615973743e-06 -2.1058860020772683e-06 2.8673153609171066e-06 -5.142044243741343e-06 2.325986765181491e-06 -5.626674314271057e-07 9999.0 9999.0 9999.0 9999.0 9999.0
56 -5.886354218257361e-07 8.664105058376487e-07 -1.1594040917923343e-06 1.4691620545735195e-06 -3.716196642522037e-07 -1.7385843308394614e-06 4.4716309280537934e-07 2.091210313185179e-06 -4.0798657255651086e-07 -7.018762521084343e-07 -2.5659770955454083e-07 1.7399433536970607e-07 -6.91516919599463e-07 9999.0 9999.0 9999.0 9999.0
57 1.6724813788763065e-06 -2.1964924417844025e-06 2.9116916700979162e-06 -4.146316979418929e-06 2.262202028753644e-06 -6.620494223022463e-10 -2.216543299123813e-06 2.9511143107247545e-06 -3.1869284373821515e-07 3.943872133080064e-06 -2.7108504503474535e-06 -7.372328600381454e-07 -1.7186899966355624e-06 9999.0 9999.0 9999.0 7.598728107856448e-06
58 -3.950055114384828e-07 -1.1118621510470886e-07 5.985433356528137e-08 5.964295094601055e-07 6.05738603821053e-07 -1.3141038303766512e-06 -2.565935319612376e-07 7.134668563933947e-07 7.867788252594505e-07 -1.226989194948911e-07 3.811108148148869e-07 -1.8992966216314704e-06 8.542596139704077e-07 1.3095298074955155e-06 -2.6634815706825784e-06 6.427018636031456e-07 -9.138019057220311e-07
59 4.959681913693749e-07 1.0575793819445306e-07 4.010662698987307e-07 1.6097648322652412e-07 -1.3926273810142454e-07 9999.0 9999.0 9999.0 -2.1766495943801026e-07 3.708433794965199e-06 -1.8843315195532963e-06 9.222159519489878e-06 -1.0292833319809984e-05 -6.009375674642478e-06 3.2906002944893452e-06 1.4193006062728414e-06 2.3796162735716868e-06
60 3.0774200932372945e-08 7.044139006353752e-08 -8.721927037915625e-08 -4.413645254120586e-07 1.033245443080702e-06 -1.3917458614356267e-06 1.5773726881534444e-06 -1.9794141363490276e-06 -1.6720719412720145e-06 5.742184043827282e-06 -2.214130531067163e-06 9999.0 9999.0 9999.0 9999.0 9999.0 5.6572288021151295e-06
61 -4.933453800313565e-07 -8.044171102114239e-08 1.0377480215580889e-06 3.55259862691312e-07 -8.528347735089816e-07 1.3041868027407856e-07 4.78121079613459e-07 -1.0160376835604653e-06 2.083329826761747e-06 -1.5452741004637759e-06 8.579121137132414e-08 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
62 -1.2917053326832835e-07 -7.270119860779312e-07 -3.0017754880379477e-06 3.05921199469787e-06 -4.848517512722527e-07 -1.0354852418376934e-06 1.7095229906965555e-06 -6.017108360424715e-07 3.2369238463226757e-06 -8.313884595204579e-07 -6.221215105301009e-06 5.1474365307811204e-06 -2.1870922926605084e-06 9999.0 9999.0 9999.0 9999.0
63 -1.8168343276985576e-07 3.819918949206502e-07 2.1070181098883198e-07 5.978224160799366e-07 -1.931499357984602e-06 6.677241428608022e-07 2.9316753197880863e-07 2.846156337173711e-08 -4.805987076815273e-07 1.195506043718238e-06 -6.515139388287587e-07 -3.848467293884168e-07 3.3263953612628515e-07 7.290669455647671e-06 9999.0 9999.0 9999.0
64 -2.970201630518187e-07 -2.355301890724095e-07 6.842559219189638e-07 1.2545927672027278e-07 -1.1584668248386178e-06 1.9023415517373348e-06 -2.3840900281786617e-06 2.7032891618949597e-06 -9.722870684709358e-07 -1.1039836141175855e-06 1.183362086303539e-06 -4.774210553331827e-06 9999.0 9999.0 9999.0 9999.0 9999.0
65 -1.6379058395821384e-07 4.1979465695968566e-07 4.423248173743536e-07 3.49194683812637e-07 -1.7272404613907031e-06 7.215512797073812e-07 1.6407574525001704e-07 -9.425823893873898e-08 -1.1156306328445805e-06 3.071509251012369e-06 -2.9191956699844664e-06 -8.520749400806055e-07 4.630433159957333e-06 9999.0 9999.0 9999.0 -2.2269851421113142e-06
66 -1.3180481209023785e-08 2.2743071027480708e-07 5.104714384120974e-07 5.553976107384405e-07 -6.942835877116917e-07 -1.9840562315789863e-06 2.318232655178844e-06 -1.200044258802426e-06 1.5579648594471382e-06 9999.0 9999.0 9999.0 -4.4352937595723554e-07 1.1937959252239225e-06 -3.0992265671045622e-06 3.393689620518707e-06 -1.3605936816604854e-06
67 8.959244853158869e-08 -1.6188875682199475e-07 3.0248400832505114e-07 2.687680070158775e-08 -9.287622263866198e-07 4.74166616551245e-07 1.252261144980267e-07 5.969612775198699e-07 -3.0734286784373383e-07 2.281086390771658e-07 1.5395705930134283e-07 9999.0 9999.0 9999.0 -1.8127455942532502e-06 2.441012451180471e-06 -1.3945989048032043e-06
68 7.840037511147687e-08 -6.841677767365154e-08 -4.401383239353172e-08 4.6687510678960426e-07 -4.668313458638736e-07 6.944795739156244e-08 4.2402790145968227e-07 -1.1781299353868457e-06 4.988286957642991e-07 7.975257563091668e-07 -6.116718983003853e-07 -2.1245566335126292e-07 9.386344032424954e-07 -1.7690215169017505e-06 -1.1769928644499092e-06 -8.756307990380202e-08 3.856758199767763e-06
69 3.467418448004436e-08 -1.1899858571860546e-07 3.636707954615128e-07 -2.7355144215747073e-07 -1.7058129060956777e-07 -1.6829546438390915e-08 -4.090437260360762e-07 6.134459598346396e-07 -2.493032121808744e-07 1.283823630230046e-06 -1.6265048175002661e-06 3.20738502837594e-07 -7.800877411548443e-07 2.9655206032951767e-06 -2.0103138929271623e-06 -1.5194605060613592e-06 -6.137409669694668e-07
70 -1.4374872140454213e-07 1.9178843127290456e-07 2.6424963302051024e-06 -4.859624638306578e-06 -4.818070339832354e-08 4.4601854144704064e-06 -7.696656114634791e-06 7.785843103664795e-06 -3.1260997460142235e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 -5.24457406112293e-06
71 -1.57319267326927e-07 -7.958694867625634e-07 8.83939638227913e-07 -2.70398451001929e-07 3.017371472649618e-07 2.8025505156482478e-08 -4.110501951964209e-07 -1.2316804846989814e-07 1.8955410816155506e-06 -2.7245713008151047e-06 3.727648573593703e-06 -3.363291863856656e-06 -1.2625537792644306e-07 1.8823267093168422e-06 -6.076817424469881e-06 3.7539608119456846e-06 9999.0
72 2.638089996744269e-07 -1.263392855356889e-07 -1.752983161942277e-07 1.3626725938345298e-06 -1.5799225253324198e-06 2.8840050966778697e-07 -6.192243524446656e-07 1.7192195332764755e-07 2.5881124853389365e-08 8.140954047429261e-07 1.1341774785538415e-06 -5.069924595509004e-07 -1.6570930941741236e-06 7.94231562197225e-08 -1.405911376082417e-06 2.150329874131182e-06 1.0164766449593134e-06
73 8.76863730000346e-08 -9.187690816997875e-08 1.2200528138050159e-06 -5.961390340914695e-07 -2.114173594490593e-06 1.785000941032117e-06 -9.689870546060997e-07 2.7208854907810965e-07 1.6938893440933804e-06 -5.603060777645292e-07 4.0455871172656575e-07 -1.3877603581544061e-06 1.2926353372826012e-06 -1.257371886506743e-06 -5.560746476604635e-06 5.599372930957008e-06 2.6496520782417793e-07
74 -1.0803431560059405e-07 8.631430450803156e-08 -1.8799550017462203e-07 8.100836629661736e-09 2.25553120017591e-07 -4.1755243340023425e-07 -1.292071653097067e-06 2.804999964136503e-06 -2.1288405807234857e-06 6.801446944428429e-06 -5.59230419502313e-06 5.718298460769332e-07 -5.964338295559548e-06 1.2986452690861705e-06 4.039394669564904e-06 -1.2117891691436462e-06 -4.203913989298824e-08
75 4.598579726726515e-09 -9.882441930373133e-08 -2.3638788539241455e-07 -8.866621005944567e-07 4.998256828011058e-06 -5.193541431455137e-06 -1.4470530855814295e-06 2.7217778348717284e-06 3.364623554095586e-07 1.2487872178422429e-06 -1.2957875898680298e-06 -4.572807878118425e-08 -1.3795044186385767e-06 9.1130341147457e-08 2.3150417060237247e-06 -9.296312451141617e-07 -1.0382637016066907e-06
76 -8.470699939010029e-07 3.4470875730520186e-07 -5.158961509452273e-07 7.088575772724791e-07 1.7347312143236367e-06 1.8928624121245277e-07 -3.222352904386945e-06 2.1108533437795543e-06 -6.541727631518229e-08 3.480144663788127e-06 -6.843975285304115e-06 4.902643628478556e-06 -1.2002284921564863e-05 9.46287211890034e-06 2.0921623417953027e-06 -2.116106805906985e-06 9.983433915599227e-07
77 4.394772580461887e-07 -1.231407986846756e-06 9.784072382239879e-08 6.576971450484452e-08 -8.203435205519188e-08 -1.0151019168273432e-06 3.149997879529948e-07 8.396515447431282e-07 9.69349269871596e-07 -2.684777991780042e-06 1.2638154623322718e-06 -4.0486873755426234e-08 -1.5831815917502922e-06 7.232525259197701e-07 1.6648725878376473e-06 1.8689448954987304e-06 -1.1957625456721778e-06
78 -1.5906763433005028e-07 1.7465835410407895e-07 1.0978276887637581e-07 4.766298635215259e-08 -9.203222676636334e-09 -5.056132917066206e-07 8.205523499472118e-07 -7.688274621381755e-08 2.9259972002726144e-07 -1.8559360434066411e-06 1.3344081019644323e-06 -2.4795744253724673e-06 4.035505902147749e-07 3.4378006024460435e-06 -8.204648589278887e-07 1.7119230736202274e-06 -1.0965669713616364e-06
