 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
0 2.5806968324252365e-05 -7.527277532441819e-05 0.0 0.00012006772304301278 0.00023541732842925967 -0.0001077670578370441 -6.824418665066653e-05 6.759743179307124e-05 -7.5635209115164e-05 0.00022114199585980047 0.00010011254344503213 -0.00010332654345500053 -8.353526272868499e-05 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
1 3.569343305760257e-05 -4.7530834839158335e-05 4.379103462556417e-05 0.00012633735781063132 0.00012238535741343327 -0.00012003063113992903 0.00024158479412798674 -8.445087351454209e-05 7.076141286975035e-05 9.230423785158995e-05 -0.0003089807212210167 0.0004792563637620064 -0.00019894717949349894 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
2 1.00813839721221e-05 -6.215903923927367e-05 -1.4973741992430846e-05 0.00016393508001403176 0.00027531511561583563 0.0001472590227637934 -0.00024185892356939928 6.337707889344531e-05 -0.00014216802600952326 -0.00016128401201804995 0.0002194314871957113 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
3 -2.5675398517951562e-06 -1.5476220914553126e-05 3.5509744160774826e-05 0.0001983732407076269 0.0002526627894970837 3.386009686740196e-05 -5.34897009419942e-05 4.5979219887233314e-05 -0.00010705715791527579 -0.00013463509486284978 0.0003234091205417434 9999.0 9999.0 -0.00023870635028500696 9999.0 9999.0 9999.0 9999.0 9999.0
4 6.551754602627522e-07 -9.014088848071352e-05 6.293587884322365e-05 0.00018584678519099372 0.00015613885291560818 0.0 -0.00013846885070056253 0.0 -8.50814706679733e-05 -4.2853634122353996e-05 -9.01798241903527e-05 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
5 -2.4951425331002195e-05 1.2187733611028776e-05 8.673534139567015e-05 0.00013484266911653286 0.00018682001031706367 -0.00010066025726616878 -5.035154445957002e-05 0.0 -3.6183512024727876e-05 0.00010661198998199314 -9.017825458972619e-05 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
6 1.3845726283759659e-05 -1.6356482157047555e-05 6.707042043558264e-05 0.00012405930187885664 0.00012787276864841563 0.00014957021649254413 -0.0001430470810094817 0.0 4.1656648297375787e-05 -0.00019355741720596215 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
7 1.4718689575446656e-07 -8.57678517789801e-06 3.611961250137775e-05 0.00013860180290107204 0.00017506578960243903 -0.0001448476666598126 0.0 0.0 -1.9194736416904788e-05 0.00024821263476103127 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
8 -1.0843776916283817e-05 -0.0001381083090389812 2.29475485892108e-05 9.649052252227319e-05 -0.00016025923028282972 0.00030945878315439217 -0.00032049844299670855 0.0001648957578343696 -0.00023581042669269028 1.9794550814579576e-05 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
9 -2.696914842862889e-06 -9.935579471880221e-06 1.16059257321113e-05 -3.599176718384959e-05 0.00022430208053648304 -0.0002272815310168609 0.00020163385038905445 -0.00010485791224279777 -3.006532754851788e-05 -5.516555802279972e-05 -0.00015762367976259855 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
