 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
0 -3.656253293773037e-07 2.7473731836445916e-07 4.713510184200616e-07 4.874846731153365e-07 -1.4141655263906662e-06 1.5603484089003722e-07 6.072606091019164e-07 -6.65675422441371e-07 1.4445627357102294e-06 -5.754285305105689e-07 -1.059712996848894e-06 8.737797368558943e-08 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
1 -2.991694870923383e-07 3.392304942328703e-07 3.302311306439636e-07 2.5253785176389852e-09 -1.0056902887667388e-06 1.5670761943093632e-06 -1.4443988027546922e-06 7.193785446568512e-07 1.1891130018427484e-07 -2.031514562289255e-06 4.121859978562982e-06 -3.6419146639676997e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
2 -2.623898629830727e-07 1.7019831393415378e-07 7.002315261655525e-07 4.777832749856173e-07 -4.988076482041698e-07 -1.6833453797319028e-06 1.3496114084023377e-06 -9.611957191559875e-07 -1.2014345830743592e-07 1.913163115919627e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
3 -4.745189493385167e-08 1.9089017309870033e-07 6.44364671562859e-07 2.503448944583306e-07 -8.858257384130164e-07 -3.7775065495827674e-07 4.4406926222389696e-07 -7.158605003977746e-07 -1.5525919689596628e-07 2.3132128131161447e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
4 -3.3134191702507257e-07 5.672153397719079e-07 4.913918036905938e-07 -9.360053787001723e-08 -6.358519726793727e-07 -6.074610711434805e-07 6.074041516780169e-07 -4.0248871876596793e-07 1.918483977697629e-07 -2.499557407111721e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
5 1.323380654537748e-07 2.8380766076919213e-07 2.0109240740228068e-07 2.315641482741593e-07 -1.1862242668906229e-06 2.044964499490725e-07 2.2087088174278337e-07 -1.7117070592396035e-07 6.950954091899793e-07 -9.844222947727302e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
6 -1.0845355949536839e-07 3.135595616385305e-07 2.3318439417612444e-07 3.381627725505404e-08 1.1139708241961092e-07 -1.2596261481843673e-06 6.274869073512705e-07 1.9706207320657622e-07 -1.1482744820461983e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
7 -3.182547671573615e-08 1.6801633403462473e-07 4.0741123856734316e-07 1.6893648245120844e-07 -1.3251094931317895e-06 6.121230478836424e-07 0.0 -9.080314205709422e-08 1.310626576755688e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
8 -4.659481389581379e-07 5.909360933259157e-07 2.9194590411633705e-07 -1.0314510316702554e-06 1.9605201610817563e-06 -2.7137885560023765e-06 2.1569812037779315e-06 -1.8665512447164213e-06 1.2127063283289877e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
9 -2.677175987584751e-08 8.019196613631316e-08 -1.8521730664775877e-07 1.0548020656041192e-06 -1.874013221197094e-06 1.8450518566176062e-06 -1.3621037980858244e-06 3.3534896702237544e-07 -1.2889458844329226e-07 -5.338834055517393e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
10 -2.337154896421064e-08 -2.654747676412767e-07 3.618350017005035e-07 1.3570030432326382e-06 -2.264367579530213e-06 4.7153317082561207e-07 4.466267434982993e-07 2.1571544320047336e-07 -4.936896028431525e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
11 -1.77931263720279e-07 1.1845276169571225e-07 -5.92249897231657e-08 1.095996828538522e-06 -1.7454352485259755e-06 3.137025286084258e-07 9.553118255305302e-07 -5.355791875618199e-07 1.924548630091768e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
12 -2.779989979769433e-08 1.2975999046355284e-07 4.8731635859760334e-08 6.691510960935769e-07 -6.936161293838776e-07 -1.0113774973701858e-06 1.0676465985152296e-06 -3.647017411028584e-07 1.322208848451394e-06 -8.978458364403915e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
13 -1.0425516835771103e-07 2.2979880417657136e-07 5.305734660984012e-08 1.4414237175914258e-07 5.309954455203362e-07 -2.24282977665748e-06 1.6080837479956456e-06 1.0822098716940334e-07 -6.667467364900339e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
14 -8.052702844493193e-08 4.861653978035974e-07 -4.3086197483766815e-07 8.569162045688471e-07 -8.655452994740755e-07 -7.315047654545967e-07 1.0734350537872353e-06 3.402602572002454e-08 -1.028526490841408e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
15 -1.043213164343332e-07 5.408997045944867e-07 -3.383188921100134e-07 4.682592330528703e-07 -1.1382596476320557e-07 -1.367007303016459e-06 8.767403136521342e-07 1.014339572247846e-06 -2.8965467268140343e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
16 -1.1453998410993983e-07 -1.8901829837509297e-08 1.7410068207705455e-07 -3.3333419423256444e-07 3.8085738652966376e-07 2.8899546470836584e-07 -8.275230949325865e-07 -1.4471358056148561e-07 1.1026318913525953e-06 -1.9507240141639037e-07 -4.078811821026686e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
17 -4.955508688274232e-09 2.3130327321481285e-07 -1.57652531124094e-07 4.0470910292117496e-07 -4.908363660144701e-07 -5.627410162434443e-07 1.139478020044163e-06 -8.310627643259593e-07 -2.2256453323384632e-07 1.7191381999082448e-06 -3.8148529098613045e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
18 -3.700232848150918e-08 1.3108928278911702e-07 -1.1359902089840265e-07 1.8987110787349337e-07 9.885691323469043e-08 -7.987430677973436e-07 3.589980337721409e-07 -1.1341737835462333e-06 5.558121846437339e-09 3.7575073436925274e-06 -1.7179782393586512e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
19 -1.51304863421852e-07 -2.2271969084634985e-08 9.437761587194518e-08 3.382797699792759e-07 -4.177851676315337e-07 9.062111480979548e-08 -4.979616879592269e-07 3.314951858256868e-07 -1.8333949657318017e-06 4.3801591753375204e-06 -3.2107570974020217e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
20 3.440237179949758e-08 1.2758230064330497e-07 3.509523785178568e-07 -8.786167825081665e-08 9.142303033246328e-08 -7.429728686184599e-07 3.672996811411855e-07 -5.5586024229669734e-09 -1.4999065670796454e-07 6.811049082391243e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
21 -1.7728517549219898e-07 -1.1421045039468055e-07 5.281270891358066e-07 9.389282985352278e-08 1.5379846325902445e-07 -9.702760760619197e-07 2.074726894959472e-07 -5.083483408570217e-07 7.924959932337818e-07 5.95905674253852e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
22 -6.255564487619576e-08 3.8847705088963875e-07 -1.3313789703227351e-08 1.223384036006014e-06 -2.2295791571176362e-06 6.05036349032274e-07 1.2283927242598707e-07 6.194647539635032e-07 3.351761819375926e-08 -1.0194873678232677e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
23 6.209234778803943e-08 3.3650052895515934e-07 1.5665065819190852e-07 1.7620782332185668e-08 2.0464356694863526e-08 -1.0199085038158959e-07 -1.0482526393149677e-06 1.1559183203283623e-06 8.368798827355867e-07 -8.16053663282089e-07 -5.545328375541928e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
24 -1.9271318334799538e-07 3.0039002859251305e-07 1.0891131196512426e-07 -1.2577605419155834e-07 1.7861373669636575e-07 -6.073539492695515e-07 3.172594832607049e-07 1.8077037715751598e-07 -9.376413924918962e-07 5.972005377317338e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
25 -1.7485335515891251e-07 9.217791596414854e-08 -8.450892779898652e-08 8.835095670753326e-08 -1.1602580439813317e-07 -8.743023048550693e-08 3.398310062307322e-07 -3.79622897924444e-07 2.1061271268353597e-07 2.1776517032080176e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
26 -2.8070726465434196e-07 -1.523044868166685e-08 1.9322165158531153e-07 7.270722109387211e-08 -4.491304031453894e-07 4.078054272693948e-07 -8.712897205410874e-07 1.441871481605567e-06 -6.610454008304772e-07 -6.564842915621804e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
27 -4.507659299726096e-07 7.325794106613318e-07 -1.2955881872470988e-07 -3.15593523468051e-07 1.8187978643476342e-08 -2.3127705873082296e-08 3.2401267383473737e-07 3.9796459705665157e-07 -4.907138841815047e-07 2.7426674089556107e-07 -3.4846908261428206e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
28 -3.538061504847129e-07 1.1219395240819795e-07 -4.116470501671684e-07 1.2595780598969538e-06 -1.4062124732899316e-06 3.090370728937173e-07 8.698282294079346e-09 5.450250100612579e-07 -7.798613741188992e-08 9.286294383503095e-08 -5.940662006247808e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
29 -3.466593818436961e-07 -2.2451322981563495e-07 6.484637589332888e-08 1.1662410613433468e-06 -1.4998346110627682e-06 4.1998702675187256e-06 -3.3869643935525952e-06 -1.6576319741325346e-06 3.643727587292009e-06 -4.864563523685138e-07 -3.7164761637716465e-06 6.132334649200078e-06 -3.5679825778360187e-06 9999.0 9999.0 9999.0 9999.0 9999.0
30 1.8242010072901498e-07 -1.1238834052400601e-06 8.332759560007938e-08 4.872773650274305e-07 2.922452455942212e-07 -8.971294852196798e-07 4.0063826088573643e-07 -1.241097541070949e-07 2.9258032226064585e-07 -1.6399254900436695e-06 -2.002227166536587e-08 1.2328210338823104e-06 -2.4003903641648374e-06 4.228789001382328e-06 9999.0 9999.0 9999.0 -6.491757100750592e-08
31 1.5961598971804587e-07 2.3971575459195774e-07 2.6402934245672976e-06 -2.407472492633259e-06 8.597781173593297e-07 -1.0534077567009233e-06 -6.747623403772421e-07 -2.7091173969961236e-07 2.6489845842083925e-06 -3.1637505992959087e-07 -3.253703563904475e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
32 -1.6388850713212065e-07 4.1660334533729335e-08 -9.736289877280407e-08 -1.9851103595447115e-08 -1.0555656881011858e-07 -8.586180557107354e-07 1.1283021053566273e-06 7.430766775246892e-07 5.127922250257e-07 -5.624946238423548e-07 -2.4865712988786467e-06 6.232442741116918e-06 -4.781757337381473e-06 9999.0 9999.0 9999.0 9999.0 9999.0
33 -9.269313913339582e-07 6.33887541808776e-07 1.8232532368249766e-06 -7.804881778824721e-07 -8.204311150483127e-07 -5.35872192152246e-07 -1.5247292143304592e-06 2.7801039545973234e-06 -1.3192036333044623e-06 1.260802736665392e-06 -8.854254707338817e-07 1.7009553315852056e-07 5.560683487426503e-07 -1.1199069129265792e-06 9999.0 9999.0 9999.0 9999.0
34 -3.2022897005522827e-07 -3.954451373493591e-09 -3.0528079156912885e-07 5.74596503032585e-07 4.174732489842972e-07 5.310692856345088e-07 -1.6062448798288216e-06 -1.9187126688644748e-07 -4.852039582525764e-07 7.983732935593267e-07 2.5741394253643156e-07 -6.86536244154472e-07 3.5806915429061435e-06 -4.988895943104357e-06 2.4922316689852418e-06 1.766822211251197e-07 9999.0 9999.0
35 -1.2819796247086423e-07 3.449835835394551e-07 1.0755541366689507e-07 -2.6173682783955274e-07 3.490107679792094e-07 -9.572240259244218e-07 5.237164627247038e-07 1.0594466557187239e-06 -1.2943086207475483e-06 -1.0105483171980281e-07 1.203052472268347e-07 -8.634525380823887e-07 2.460562037662629e-06 -2.9969203216192747e-06 5.972176101472932e-07 7.187470402487989e-06 -1.1957663206081406e-05 3.491698712602901e-06
36 5.8518009927511044e-08 8.052567893785038e-08 6.453478623402356e-09 1.473075576857755e-06 -8.15405758534971e-07 -1.3906712433308477e-06 5.456844180284611e-07 -2.716283413914858e-06 3.1351989265695735e-06 2.4528475143023753e-07 1.6138492474974592e-06 -7.741363484957009e-08 -3.671368799364327e-06 9.826486277194808e-07 1.036127579156491e-06 -1.3605610566627812e-06 -1.8709543645894362e-07 -7.117248287530948e-07
37 -3.6266338673069964e-07 9.22194088875843e-08 3.0506239636816956e-07 5.986899042538091e-07 5.231308651884704e-07 -1.6254753554526326e-06 1.1030920807230743e-06 7.248037053344273e-07 -4.982788462632325e-07 -1.411189754708307e-07 -1.2241331376010689e-06 3.3811124173711883e-07 -2.5543416429356084e-07 -1.3245182003017872e-06 1.0852766001414022e-06 -5.958521564526413e-07 1.9501848039519473e-06 -1.9623055352016134e-06
38 -3.809220621716171e-07 4.026104851010256e-07 -2.014132976818583e-08 -2.8468964196212536e-07 6.750993488037132e-07 8.831433408773935e-08 -3.761072853313931e-07 -6.814434160183757e-07 1.1018832894228827e-06 -1.5437992706215581e-06 2.1706423396846567e-06 -1.3215889326702634e-06 -1.8494897980513877e-06 2.2595897258960662e-06 -3.2334645772594756e-06 4.197089520988086e-06 2.932490974647512e-06 -3.3266032776878013e-06
39 -1.4086003354841134e-07 -5.873152704336358e-09 -1.7498672620469949e-06 4.199446447880716e-06 -2.417965517479953e-06 6.656585484648988e-08 7.255819230361927e-08 -2.1104397777198352e-08 5.43923379551772e-07 -1.0887407139265831e-06 5.418782882547378e-07 9999.0 9999.0 9999.0 9999.0 -1.2384531264951902e-06 8.66970709847418e-06 -5.684170205821624e-06
40 -2.6236711445716205e-07 1.1102681716581283e-06 -9.258338936582376e-08 -1.155845273578002e-06 -9.904381691379033e-07 2.842189105621863e-06 -3.008837615707529e-06 2.327082001008382e-06 -7.389129428826922e-07 5.072879994149236e-07 -1.4720245562013545e-06 9999.0 9999.0 9999.0 9999.0 -2.8314474966622896e-06 1.083066640218852e-05 9999.0
41 -3.009992730978851e-07 4.5919493903252913e-07 -3.7468582372969645e-07 3.566879256620601e-07 -7.921412966701235e-07 -1.48921540760996e-06 2.3204180583775682e-06 9999.0 9999.0 9999.0 -1.295922412036738e-07 9999.0 9999.0 9999.0 9999.0 5.125071299482541e-06 2.2837353937906754e-06 9999.0
42 -2.794256294070369e-07 4.595329664384132e-07 -5.521296155223979e-07 7.051687789960496e-07 1.2080401012220616e-06 9999.0 9999.0 9999.0 -2.287324377553648e-06 -2.0725571019166646e-06 2.9427003200829416e-06 -1.7594356248909676e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
43 -1.0639594645934648e-07 5.157430744391111e-07 -4.079610591597101e-07 6.970369203065397e-07 1.10991183815796e-06 -1.5425587660213376e-06 -2.1423352553203498e-07 -1.9999557147992253e-09 -4.6915814614963123e-07 -4.812852837828794e-07 2.2405516814270204e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
44 -6.975889072578714e-08 3.4903503414730183e-07 2.1819835941028034e-08 9.045327912533337e-07 -6.875340021899783e-07 -4.822096986626391e-08 -3.247690614081785e-07 2.730985425118903e-07 -7.234034716367703e-07 4.881199284431288e-07 -1.4344077681516468e-06 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
45 -5.389518028356782e-07 7.597458687168869e-07 1.4522512308074485e-07 -1.743599781953715e-07 2.394714698276062e-07 2.823856166220025e-07 -5.544130104639789e-07 2.1048729003800826e-07 -4.4134580991375295e-07 7.691623637971637e-08 -4.750482635790746e-07 2.6661572622826123e-06 -3.5820620768081237e-06 9999.0 9999.0 9999.0 9999.0 9999.0
46 -2.9378279396707504e-06 8.228092437318195e-07 1.2159460328925116e-06 4.598559534633109e-07 4.597401536335272e-07 -2.4656533358870296e-07 5.418842530880056e-07 -1.9892918895488645e-06 -6.450686769186605e-07 5.182702743137335e-07 5.58386690954839e-06 -4.222725603555086e-06 0.0 1.976203962832985e-06 -9.908421112167912e-06 9999.0 9999.0 9999.0
47 -7.082295925330942e-07 9.930123950957929e-07 -6.403913322409521e-08 2.933452510370166e-07 -1.3861673206967006e-07 -5.102149642848539e-07 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0
48 4.0273530432836726e-09 5.2482210985307596e-08 3.380547396370973e-08 2.8683438982189737e-07 -1.310264033647271e-07 -2.3199402712584694e-07 1.4230575697179406e-07 1.5096431756170316e-07 2.6175349750351276e-07 -1.018908332256484e-06 1.4199136351622072e-07 1.003686554801073e-07 9.001270566864088e-08 1.7728308847674963e-06 -3.4943149593830566e-06 1.9739991728354773e-06 9.004125624260725e-07 -3.948449572120396e-07
49 -4.189512319059184e-07 9.869141764449343e-07 2.693889805872027e-08 -8.116179786731878e-07 9.721490997571019e-07 -4.5056596213262536e-07 -2.429675340740983e-07 7.006875615373175e-07 -6.243109599898045e-07 -1.5464076669468927e-07 2.4863809507084457e-07 4.2630394622096656e-07 -5.473181343099993e-07 -1.5397116319918512e-06 3.4739044205211568e-06 -2.6988004989824924e-06 1.329875376012839e-06 8.581804856774902e-07
50 4.034635921993259e-08 2.878663433818357e-07 3.545797157934693e-08 4.654600303514591e-07 -8.693801333547297e-07 2.17414767998348e-07 -3.1420076340084883e-09 -1.0735886332502221e-07 1.032568110325343e-07 -6.955266016980582e-08 6.277681798960673e-07 -3.332225255567561e-07 1.8782078782836562e-06 -4.921002701002304e-06 5.148923154450443e-06 -4.0273774661587585e-06 2.006123178649722e-06 1.183056729813127e-06
51 2.9382858708485474e-07 6.022768305387749e-08 -9.249604693846725e-07 1.8415091748394144e-06 4.6818879159375233e-07 -1.9887097111720102e-06 5.50998844153015e-07 -8.361130432426665e-07 9.458066705697538e-07 7.088899205923655e-07 -8.99351175155874e-08 -8.406927328062904e-07 3.1498708092017103e-06 9999.0 9999.0 9999.0 9999.0 9999.0
52 -2.2691138937476745e-07 3.065385059086331e-07 4.138413700853166e-07 -1.153554884769193e-06 3.0091818814006745e-07 -7.347326387403208e-07 7.873599117454638e-07 -2.6985028195361216e-08 1.1194472876866853e-06 9.592110776549467e-07 -3.018076968135845e-08 -8.030455947626776e-07 -4.954400300952872e-06 2.2528274300160644e-06 1.6487831024511936e-06 -6.282067860573118e-07 1.5784181164790876e-06 9999.0
