,0
0,229.660092515069
1,289.5741478596095
2,349.4893315609838
3,409.4056436191922
4,469.32308403423434
5,529.2416528061106
6,589.1613499348204
7,649.0821754203641
8,709.0041292627418
9,768.9272114619534
10,828.851422017999
11,888.7767609308786
12,948.703228200592
13,1008.630823827139
14,1068.5595478105201
15,1128.4894001507355
16,1188.420380847784
17,1248.3524899016668
18,1308.2857273123834
19,1368.2200930799343
20,1428.1555872043186
21,1488.092209685537
22,1548.0299605235896
23,1607.9688397184755
24,1667.9088472701953
25,1727.8499831787497
26,1787.7922474441377
27,1847.7356400663589
28,1907.6801610454147
29,1967.6258103813045
30,2027.572588074027
31,2087.5204941235843
32,2147.4695285299767
33,2207.4196912932016
34,2267.3709824132598
35,2327.3234018901535
36,2387.2769497238805
37,2447.23162591444
38,2507.187430461835
39,2567.1443633660638
40,2627.102424627127
41,2687.061614245022
42,2747.0219322197518
43,2806.983378551317
44,2866.9459532397136
45,2926.909656284946
46,2986.8744876870123
47,3046.840447445912
48,3106.807535561645
49,3166.7757520342125
50,3226.745096863615
51,3286.715570049849
52,3346.687171592918
53,3406.659901492822
54,3466.6337597495594
55,3526.6087463631284
56,3586.5848613335343
57,3646.5621046607725
58,3706.540476344844
59,3766.519976385751
60,3826.500604783491
61,3886.482361538067
62,3946.465246649473
63,4006.449260117715
64,4066.4344019427913
65,4126.4206721247
66,4186.408070663445
67,4246.396597559022
68,4306.386252811433
69,4366.377036420678
70,4426.368948386758
71,4486.361988709672
72,4546.356157389418
73,4606.351454425998
74,4666.347879819415
75,4726.345433569661
76,4786.344115676746
77,4846.343926140661
78,4906.344864961412
79,4966.346932138996
80,5026.350127673414
81,5086.354451564666
82,5146.35990381275
83,5206.366484417671
84,5266.374193379425
85,5326.3830306980135
86,5386.392996373434
87,5446.404090405691
88,5506.416312794781
89,5566.4296635407
90,5626.44414264346
91,5686.459750103051
92,5746.4764859194765
93,5806.494350092734
94,5866.513342622827
95,5926.533463509754
96,5986.554712753513
97,6046.577090354109
98,6106.600596311538
