,0
2013-06-28 00:10:00,32.44273343690236
2013-06-28 00:15:00,10.938174550398083
2013-06-28 00:20:00,-34.45323184689755
2013-06-28 00:25:00,-34.41163186795113
2013-06-28 00:30:00,-28.593396782864396
2013-06-28 00:35:00,-13.531432676102618
2013-06-28 00:40:00,-29.581811266872123
2013-06-28 00:45:00,-42.93396977392436
2013-06-28 00:50:00,-21.797438105041884
2013-06-28 00:55:00,-39.179582711364645
2013-06-28 01:00:00,-15.646244349745416
2013-06-28 01:05:00,-28.642189279267168
2013-06-28 01:10:00,-3.4782385558036566
2013-06-28 01:15:00,-7.151908284655235
2013-06-28 01:20:00,-12.325254355302691
2013-06-28 01:25:00,7.878994893795063
2013-06-28 01:30:00,-24.038430651969232
2013-06-28 01:35:00,-22.134842988388712
2013-06-28 01:40:00,-11.573498263860046
2013-06-28 01:45:00,-20.55393817998412
2013-06-28 01:50:00,-14.710470391683717
2013-06-28 01:55:00,-21.304224596069165
2013-06-28 02:00:00,-17.925107105655734
2013-06-28 02:05:00,-24.517905125582605
2013-06-28 02:10:00,-62.63960035195712
2013-06-28 02:15:00,-12.366962292776101
2013-06-28 02:20:00,12.760018339802539
2013-06-28 02:25:00,141.43137607497158
2013-06-28 02:30:00,14.403692011539302
2013-06-28 02:35:00,-2.682669095729878
2013-06-28 02:40:00,86.62774279354939
2013-06-28 02:45:00,-20.465944795857975
2013-06-28 02:50:00,6.521240660132982
2013-06-28 02:55:00,52.824705507213864
2013-06-28 03:00:00,20.35929050995583
2013-06-28 03:05:00,32.54690835283763
2013-06-28 03:10:00,76.95535573779375
2013-06-28 03:15:00,33.88947744945254
2013-06-28 03:20:00,-115.93825267387625
2013-06-28 03:25:00,-143.29568509692845
2013-06-28 03:30:00,-23.99252015941243
2013-06-28 03:35:00,-30.011511044429962
2013-06-28 03:40:00,-11.412032384048882
2013-06-28 03:45:00,46.835181392676645
2013-06-28 03:50:00,36.201654176391024
2013-06-28 03:55:00,-13.648685476936013
2013-06-28 04:00:00,7.727707387934846
2013-06-28 04:05:00,10.269999922957172
2013-06-28 04:10:00,-17.81825157512568
2013-06-28 04:15:00,66.43439410937621
2013-06-28 04:20:00,101.906994578452
2013-06-28 04:25:00,-21.977196715830093
2013-06-28 04:30:00,-11.333595196765284
2013-06-28 04:35:00,103.58431611561144
2013-06-28 04:40:00,-25.053547250937832
2013-06-28 04:45:00,131.53316328382925
2013-06-28 04:50:00,21.260913091367943
2013-06-28 04:55:00,394.91521710902674
2013-06-28 05:00:00,-44.55797078173634
2013-06-28 05:05:00,1.816510596837686
2013-06-28 05:10:00,44.84904152034434
2013-06-28 05:15:00,14.051337252136106
2013-06-28 05:20:00,5.026539749381957
2013-06-28 05:25:00,38.50152422110915
2013-06-28 05:30:00,23.7400673700357
2013-06-28 05:35:00,23.356886382851734
2013-06-28 05:40:00,-22.886942575991327
2013-06-28 05:45:00,70.94069849539414
2013-06-28 05:50:00,-82.25498292644765
2013-06-28 05:55:00,90.77899914788814
2013-06-28 06:00:00,38.11684307147087
2013-06-28 06:05:00,2.6970498753885295
2013-06-28 06:10:00,152.1533516696005
2013-06-28 06:15:00,-39.96098248521366
2013-06-28 06:20:00,17.068931165664544
2013-06-28 06:25:00,51.110813893822964
2013-06-28 06:30:00,7.697270261145032
2013-06-28 06:35:00,17.783843106429785
2013-06-28 06:40:00,25.373825522160146
2013-06-28 06:45:00,-27.789923154742095
2013-06-28 06:50:00,-5.064006058540549
2013-06-28 06:55:00,35.06031043780843
2013-06-28 07:00:00,93.85541650515222
2013-06-28 07:05:00,
2013-06-28 07:10:00,
