0,0.05999999999999996
1,-0.17999999999999997
2,-0.2
3,-0.039999999999999994
4,-0.06
5,-0.020000000000000007
6,1.1102230246251566e-17
7,-0.04
8,0.01999999999999999
9,-0.02
10,1.1102230246251566e-17
11,-0.02
12,-0.04000000000000001
13,-0.08
14,0.06000000000000001
15,-0.18
16,-0.039999999999999994
17,-0.08
18,-0.08
19,-0.22000000000000003
20,-0.2
21,-0.24
22,-0.14
23,-0.16
24,-0.2
25,-0.22000000000000003
26,-0.1
27,-0.31999999999999995
28,-0.26000000000000006
29,-0.019999999999999997
30,-0.13999999999999999
31,-0.22000000000000003
32,0.24000000000000005
33,-0.12
34,0.04
35,0.15999999999999998
36,-0.12000000000000002
37,-0.06
38,0.12
39,0.2
40,-0.16
41,-0.039999999999999994
42,-0.02
43,0.0
44,-0.08
45,0.13999999999999999
46,0.25999999999999995
47,0.18000000000000002
48,-0.19999999999999998
49,0.039999999999999994
50,-0.26
51,0.13999999999999999
52,-0.13999999999999999
53,-0.13999999999999999
54,-0.04
55,-0.25999999999999995
56,-0.26
57,0.0
58,-0.48
59,0.08
60,0.16
61,0.08
62,0.0
63,0.14
64,-0.26
65,0.2
66,0.08
67,0.06000000000000001
68,-0.02
69,-0.12
70,0.0
71,0.0
72,0.02
73,0.06
74,-0.16
75,-0.44000000000000006
76,0.13999999999999999
77,0.2
78,0.0
79,0.0
80,0.18
81,0.0
82,0.02
83,-0.22000000000000003
84,-0.16
85,0.0
86,0.26
87,0.0
88,0.18
89,0.0
90,0.02
91,0.0
92,0.0
93,-0.13999999999999999
94,0.22000000000000003
95,0.0
96,0.24
97,0.26
98,0.22000000000000003
