0,2.6
1,2.96
2,1.9200000000000004
3,1.86
4,1.2799999999999998
5,1.2799999999999998
6,0.9800000000000001
7,1.1800000000000002
8,2.1799999999999997
9,3.3200000000000003
10,4.760000000000001
11,6.4799999999999995
12,8.059999999999999
13,9.64
14,11.14
15,11.959999999999999
16,12.16
17,12.98
18,13.66
19,13.940000000000001
20,14.76
21,15.34
22,15.679999999999998
23,16.18
24,16.459999999999997
25,16.88
26,17.66
27,18.119999999999997
28,17.6
29,17.199999999999996
30,15.879999999999999
31,15.6
32,16.4
33,16.64
34,15.939999999999998
35,15.8
36,14.220000000000002
37,13.860000000000003
38,13.739999999999998
39,13.76
40,14.080000000000002
41,13.9
42,14.1
43,13.939999999999998
44,13.6
45,13.84
46,13.84
47,13.84
48,14.38
49,14.62
50,14.24
51,13.74
52,13.940000000000001
53,13.7
54,13.7
55,13.76
56,13.080000000000002
57,13.439999999999998
58,14.02
59,12.76
60,12.299999999999999
61,13.300000000000002
62,12.866666666666667
63,12.5
64,13.080000000000002
65,13.0
66,13.425
67,12.424999999999999
68,13.066666666666668
69,13.75
70,14.52
71,14.6
72,14.38
73,14.1
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
