WNDROBS 01.20
57793 0114.3600 027.7900 00130.0 LC 20130629055500
ROBS
00100 085.0 006.0 0000.3 100 100 7.4e-021
00160 084.0 003.6 0000.4 100 100 1.2e-020
00220 048.0 004.7 0000.4 100 100 3.4e-021
00280 122.0 004.0 0000.2 100 100 5.6e-021
00340 125.0 004.2 0000.0 100 100 2.6e-021
00400 142.0 003.6 -000.0 100 100 2.7e-021
00460 123.0 003.9 -000.0 100 100 3.7e-021
00520 152.0 003.9 -000.2 100 100 7.0e-021
00580 166.0 005.3 -000.1 100 100 2.5e-020
00640 183.0 005.8 -000.2 100 100 3.6e-020
00700 186.0 004.6 -000.2 100 100 4.3e-020
00760 196.0 004.3 -000.1 100 100 7.3e-020
00820 217.0 004.5 -000.3 100 100 4.9e-020
00880 232.0 006.1 -000.3 100 100 1.3e-020
00940 240.0 006.8 0000.0 100 100 3.1e-021
01000 231.0 008.5 0000.0 100 100 4.2e-021
01060 230.0 007.0 -001.6 100 100 9.7e-022
01120 225.0 007.8 -000.5 100 100 1.2e-021
01180 226.0 008.2 -000.2 100 100 1.4e-021
01240 224.0 008.6 -000.5 100 100 2.8e-021
01300 226.0 009.0 -000.2 100 100 4.7e-021
01360 225.0 010.1 -000.1 100 100 1.7e-020
01420 228.0 010.8 -000.1 100 100 2.7e-020
01480 229.0 011.6 0000.0 100 100 2.7e-020
01540 231.0 012.2 -000.0 100 100 2.1e-020
01600 236.0 012.6 -000.1 100 100 1.2e-020
01660 241.0 012.7 -000.1 100 100 5.1e-021
01720 244.0 013.5 -000.4 100 100 2.5e-021
01780 245.0 013.0 -000.3 100 100 1.6e-021
01840 252.0 013.0 -000.3 100 100 2.1e-021
01900 250.0 013.9 -000.0 100 100 2.4e-021
01960 250.0 014.7 -000.4 100 100 3.8e-021
02020 247.0 014.7 0000.0 100 100 2.6e-021
02080 244.0 015.0 -000.0 100 100 2.5e-021
02140 243.0 014.7 0000.1 100 100 2.7e-021
02200 243.0 015.1 0000.6 100 100 2.6e-021
02260 243.0 015.8 -000.0 100 100 3.7e-021
02320 248.0 014.5 0000.0 100 100 3.3e-021
02380 243.0 011.2 -000.3 100 100 3.5e-021
02440 231.0 008.4 0000.2 100 100 3.5e-021
02500 230.0 010.1 0000.0 100 100 1.3e-021
02560 222.0 009.8 0000.0 100 100 3.2e-021
02620 234.0 014.7 0000.0 100 100 1.4e-021
02680 237.0 014.5 0000.0 100 100 1.9e-021
02740 238.0 015.9 0000.0 100 100 7.6e-022
02800 229.0 013.9 0000.0 100 100 1.4e-021
02860 223.0 013.2 0000.0 100 100 5.8e-022
02920 236.0 014.0 0000.0 100 100 1.6e-021
02980 208.0 014.7 0000.0 100 100 6.3e-022
03040 ///// ///// 0001.1 000 000 1.2e-021
03100 ///// ///// 0000.0 000 000 1.1e-021
03160 242.0 012.7 0000.0 100 100 4.9e-022
03220 244.0 012.7 0000.0 100 100 1.3e-021
03280 248.0 015.3 0000.0 100 100 5.3e-022
03340 ///// ///// 0000.0 000 000 2.2e-021
03400 201.0 005.0 0000.0 100 100 1.4e-021
03460 157.0 006.9 0000.1 100 100 2.2e-021
03520 147.0 008.4 0000.0 100 100 9.8e-022
03580 150.0 011.6 0000.0 100 100 1.3e-021
03640 ///// ///// -000.6 000 000 1.6e-021
03700 ///// ///// 0000.1 000 000 2.2e-021
03760 ///// ///// -000.1 000 000 2.1e-021
03820 233.0 003.9 0000.0 100 100 6.8e-022
03880 137.0 002.8 -000.1 100 100 3.6e-021
03940 228.0 005.8 -000.2 100 100 3.2e-021
04000 252.0 012.3 0000.5 100 100 3.3e-022
04060 251.0 012.6 0000.0 100 100 1.3e-021
04120 ///// ///// 0000.0 000 000 1.8e-021
04180 ///// ///// -000.5 000 000 1.6e-021
04240 ///// ///// -000.0 000 000 2.2e-021
04300 ///// ///// -000.2 000 000 5.6e-021
04360 ///// ///// -000.2 000 000 1.4e-021
04420 ///// ///// 0000.8 000 000 3.3e-021
04480 ///// ///// 0000.3 000 000 2.9e-021
04540 ///// ///// 0000.0 000 000 8.4e-022
04600 ///// ///// 0000.9 000 000 3.2e-021
04660 ///// ///// 0000.0 000 000 2.1e-021
04720 ///// ///// 0000.0 000 000 3.0e-021
04780 ///// ///// 0000.0 000 000 2.0e-021
04840 ///// ///// 0000.0 000 000 1.5e-021
04900 ///// ///// 0000.0 000 000 3.0e-021
04960 ///// ///// 0000.0 000 000 1.6e-021
05020 ///// ///// 0000.0 000 000 1.3e-021
05080 ///// ///// 0000.0 000 000 3.0e-021
05140 ///// ///// 0000.0 000 000 1.4e-021
05200 ///// ///// 0000.0 000 000 2.7e-021
05260 ///// ///// 0000.0 000 000 2.9e-021
05320 ///// ///// 0000.0 000 000 3.8e-021
05380 ///// ///// -000.0 000 000 3.5e-021
05440 ///// ///// -000.7 000 000 4.8e-021
05500 ///// ///// 0000.3 000 000 4.0e-021
05560 ///// ///// 0000.0 000 000 1.4e-021
05620 ///// ///// 0000.0 000 000 1.1e-021
05680 ///// ///// 0000.0 000 000 5.1e-021
05740 ///// ///// 0000.0 000 000 3.1e-021
05800 ///// ///// 0000.0 000 000 5.8e-021
05860 ///// ///// 0000.0 000 000 1.8e-021
05920 ///// ///// 0000.0 000 000 4.3e-021
05980 ///// ///// 0000.0 000 000 1.4e-021
NNNN
