WNDROBS 01.20
57793 0114.3600 027.7900 00130.0 LC 20130629014500
ROBS
00100 139.0 003.3 0002.0 100 100 8.1e-022
00160 067.0 002.4 0002.2 100 100 5.6e-021
00220 079.0 002.2 0002.1 100 100 2.1e-021
00280 077.0 001.9 -000.1 100 100 3.0e-021
00340 071.0 001.6 -000.2 100 100 4.5e-021
00400 066.0 002.2 -000.1 100 100 4.6e-021
00460 086.0 002.2 -000.2 100 100 6.7e-021
00520 106.0 001.9 -000.4 100 100 1.8e-020
00580 163.0 001.4 -000.4 100 100 6.3e-021
00640 244.0 000.4 0001.7 100 100 2.6e-021
00700 256.0 006.1 0001.7 100 100 3.7e-021
00760 229.0 009.0 0001.9 100 100 3.4e-021
00820 230.0 008.1 0001.7 100 100 4.4e-021
00880 226.0 009.7 0001.5 100 100 5.4e-021
00940 227.0 010.0 0000.0 100 100 3.3e-021
01000 230.0 013.6 -000.3 100 100 4.0e-021
01060 227.0 010.7 0000.5 100 100 7.3e-022
01120 220.0 010.2 0000.3 100 100 1.4e-021
01180 222.0 011.3 -000.1 100 100 1.3e-021
01240 221.0 011.6 0000.2 100 100 2.5e-021
01300 225.0 012.4 0000.2 100 100 4.4e-021
01360 228.0 013.4 0000.1 100 100 7.0e-021
01420 230.0 014.6 0000.2 100 100 5.5e-021
01480 233.0 015.3 0000.3 100 100 4.3e-021
01540 237.0 015.2 0000.2 100 100 4.3e-021
01600 237.0 015.6 0000.3 100 100 4.9e-021
01660 237.0 016.7 0000.3 100 100 6.2e-021
01720 236.0 016.8 0000.5 100 100 5.3e-021
01780 236.0 018.0 0000.3 100 100 3.0e-021
01840 237.0 018.5 0000.4 100 100 3.0e-021
01900 236.0 019.5 0000.6 100 100 3.1e-021
01960 242.0 019.2 0000.1 100 100 3.1e-021
02020 236.0 018.8 0000.1 100 100 2.1e-021
02080 240.0 016.8 0000.0 100 100 2.1e-021
02140 240.0 017.0 0000.1 100 100 2.4e-021
02200 240.0 017.1 0000.1 100 100 3.6e-021
02260 240.0 017.3 0000.1 100 100 3.9e-021
02320 241.0 017.3 0000.8 100 100 4.8e-021
02380 237.0 014.6 -000.3 100 100 5.1e-021
02440 238.0 014.4 0000.1 100 100 4.0e-021
02500 239.0 014.4 0000.0 100 100 2.8e-021
02560 233.0 013.9 -000.1 100 100 3.3e-021
02620 241.0 014.0 0000.0 100 100 2.2e-021
02680 244.0 013.7 -000.0 100 100 3.8e-021
02740 234.0 015.0 0000.0 100 100 1.3e-021
02800 233.0 014.7 0000.0 100 100 1.2e-021
02860 234.0 014.6 -002.6 100 100 3.2e-021
02920 240.0 013.0 0000.0 100 100 1.6e-021
02980 ///// ///// 0000.9 000 000 1.6e-021
03040 ///// ///// 0000.0 000 000 6.1e-022
03100 ///// ///// 0000.0 000 000 1.5e-021
03160 ///// ///// 0000.2 000 000 2.1e-021
03220 ///// ///// -000.3 000 000 3.3e-021
03280 ///// ///// -000.0 000 000 2.1e-021
03340 ///// ///// 0000.0 000 000 8.6e-022
03400 ///// ///// 0000.0 000 000 1.9e-021
03460 249.0 012.9 0000.0 100 100 2.6e-021
03520 252.0 015.2 0000.0 100 100 2.3e-021
03580 255.0 016.7 -000.1 100 100 3.0e-021
03640 255.0 014.9 0000.2 100 100 2.3e-021
03700 249.0 011.8 0000.0 100 100 3.1e-021
03760 244.0 011.8 -000.1 100 100 3.7e-021
03820 246.0 009.7 0000.0 100 100 1.0e-021
03880 256.0 009.7 0000.0 100 100 1.7e-021
03940 250.0 010.7 -000.8 100 100 4.2e-021
04000 253.0 010.7 0000.0 100 100 3.0e-021
04060 ///// ///// -000.2 000 000 3.3e-021
04120 ///// ///// -000.5 000 000 3.3e-021
04180 ///// ///// 0000.0 000 000 3.3e-021
04240 ///// ///// 0000.0 000 000 2.0e-021
04300 ///// ///// -000.6 000 000 1.2e-021
04360 ///// ///// 0000.0 000 000 1.6e-021
04420 ///// ///// 0000.8 000 000 1.1e-021
04480 ///// ///// 0000.0 000 000 1.1e-021
04540 ///// ///// -000.2 000 000 4.4e-021
04600 ///// ///// -000.2 000 000 7.5e-022
04660 ///// ///// -000.2 000 000 6.0e-021
04720 ///// ///// 0000.1 000 000 5.0e-021
04780 ///// ///// -000.2 000 000 4.2e-021
04840 ///// ///// 0000.0 000 000 2.3e-021
04900 ///// ///// 0000.0 000 000 3.1e-021
04960 ///// ///// 0000.0 000 000 4.5e-021
05020 ///// ///// -000.5 000 000 6.0e-021
05080 ///// ///// 0000.0 000 000 7.1e-021
05140 ///// ///// 0000.0 000 000 3.6e-021
05200 ///// ///// 0000.0 000 000 2.1e-021
05260 ///// ///// 0000.0 000 000 2.6e-021
05320 ///// ///// 0000.0 000 000 8.9e-022
05380 ///// ///// -001.1 000 000 7.7e-021
05440 ///// ///// 0000.5 000 000 6.4e-021
05500 ///// ///// 0000.7 000 000 7.9e-021
05560 ///// ///// 0000.4 000 000 6.7e-021
05620 ///// ///// 0000.3 000 000 6.8e-021
05680 ///// ///// 0000.4 000 000 6.3e-021
05740 ///// ///// 0000.6 000 000 7.3e-021
05800 ///// ///// 0000.0 000 000 5.6e-021
05860 ///// ///// 0000.3 000 000 4.8e-021
05920 ///// ///// 0000.6 000 000 5.8e-021
05980 ///// ///// 0000.0 000 000 6.2e-021
NNNN
