,0,1
456,10.8,2860.0
457,13.8,2560.0
458,11.3,2320.0
459,12.2,3940.0
460,11.0,2320.0
461,12.2,2980.0
462,11.3,2080.0
463,11.9,2260.0
464,11.2,2200.0
465,11.8,2320.0
466,12.7,3580.0
467,13.6,3820.0
468,13.5,3880.0
469,11.3,2020.0
470,11.7,2440.0
471,12.0,2200.0
472,12.1,2200.0
473,11.0,2140.0
474,12.4,2140.0
475,12.7,2200.0
476,11.7,2140.0
477,14.2,3880.0
478,12.5,2200.0
479,11.9,2140.0
480,11.4,2140.0
481,11.1,2260.0
482,11.2,3460.0
483,11.8,2080.0
484,11.0,2140.0
485,11.9,2260.0
486,14.0,2320.0
487,12.2,2140.0
488,13.2,2020.0
489,11.7,2080.0
490,11.5,2080.0
491,11.0,2020.0
492,12.4,2320.0
493,11.9,2140.0
494,11.1,2080.0
495,12.3,2020.0
496,13.2,2020.0
497,12.1,2020.0
498,14.5,2320.0
499,12.1,2080.0
500,11.1,2020.0
501,11.8,2260.0
502,11.2,2020.0
503,12.6,2080.0
504,13.5,2020.0
505,11.6,2020.0
506,9.9,2440.0
507,12.5,2200.0
508,,
509,10.5,2320.0
510,12.3,2020.0
511,10.6,2080.0
512,12.5,2020.0
513,10.5,2080.0
514,10.7,2260.0
515,10.8,2140.0
516,9.9,2440.0
517,12.0,2020.0
518,11.3,2080.0
519,12.9,2680.0
520,15.4,2620.0
521,10.4,2200.0
522,11.5,2320.0
523,11.5,3700.0
524,11.2,2740.0
525,13.9,3340.0
526,11.8,2800.0
527,10.9,3640.0
528,11.4,3580.0
529,10.4,3760.0
530,11.6,3460.0
531,11.0,2920.0
532,10.2,2080.0
533,11.3,2800.0
534,10.1,3580.0
535,10.9,3220.0
536,12.4,2260.0
537,12.1,2020.0
538,11.8,3460.0
539,12.7,2020.0
540,11.4,3820.0
541,15.1,3940.0
542,11.2,2020.0
543,10.9,2080.0
544,11.9,2020.0
545,12.4,2020.0
546,12.7,2080.0
547,12.2,2020.0
548,12.0,2020.0
549,11.6,2020.0
550,12.3,2080.0
551,12.3,2020.0
552,12.3,2080.0
553,11.2,2020.0
554,11.4,2020.0
555,11.4,2020.0
556,10.8,2080.0
557,11.3,2080.0
558,11.8,2080.0
559,12.6,2140.0
560,11.5,2380.0
561,10.8,3460.0
562,9.6,2080.0
563,12.6,2020.0
564,11.5,2140.0
565,11.0,2020.0
566,12.0,2020.0
567,12.3,2080.0
568,10.5,2680.0
569,10.3,2200.0
570,11.3,2020.0
571,12.7,2140.0
572,11.2,2200.0
573,10.8,2020.0
574,10.3,3940.0
575,10.6,3580.0
576,12.3,3160.0
