,0
2013-06-28 00:00:00,0.041666666666666664
2013-06-28 00:05:00,0.035
2013-06-28 00:10:00,0.009425287356321838
2013-06-28 00:15:00,0.09277777777777778
2013-06-28 00:20:00,0.056666666666666664
2013-06-28 00:25:00,0.0475
2013-06-28 00:30:00,0.037083333333333336
2013-06-28 00:35:00,0.03148148148148148
2013-06-28 00:40:00,0.10555555555555556
2013-06-28 00:45:00,0.13666666666666666
2013-06-28 00:50:00,0.1525
2013-06-28 00:55:00,0.15583333333333332
2013-06-28 01:00:00,0.05111111111111111
2013-06-28 01:05:00,0.06266666666666666
2013-06-28 01:10:00,0.06916666666666667
2013-06-28 01:15:00,0.14333333333333334
2013-06-28 01:20:00,0.25
2013-06-28 01:25:00,0.26999999999999996
2013-06-28 01:30:00,0.13666666666666666
2013-06-28 01:35:00,0.03642857142857143
2013-06-28 01:40:00,0.1225
2013-06-28 01:45:00,0.06208333333333334
2013-06-28 01:50:00,0.047
2013-06-28 01:55:00,0.0375
2013-06-28 02:00:00,0.016145833333333335
2013-06-28 02:05:00,0.23833333333333334
2013-06-28 02:10:00,0.048
2013-06-28 02:15:00,0.008271604938271605
2013-06-28 02:20:00,0.009487179487179488
2013-06-28 02:25:00,0.043666666666666666
2013-06-28 02:30:00,0.006435185185185185
2013-06-28 02:35:00,0.0209375
2013-06-28 02:40:00,0.007136752136752136
2013-06-28 02:45:00,0.009935897435897435
2013-06-28 02:50:00,0.02512820512820513
2013-06-28 02:55:00,0.010707070707070707
2013-06-28 03:00:00,0.014090909090909091
2013-06-28 03:05:00,0.014
2013-06-28 03:10:00,0.0075
2013-06-28 03:15:00,0.003333333333333333
2013-06-28 03:20:00,0.00546875
2013-06-28 03:25:00,0.013888888888888888
2013-06-28 03:30:00,0.008063063063063062
2013-06-28 03:35:00,0.02666666666666667
2013-06-28 03:40:00,0.015416666666666667
2013-06-28 03:45:00,0.007735042735042736
2013-06-28 03:50:00,0.009603174603174603
2013-06-28 03:55:00,0.04555555555555555
2013-06-28 04:00:00,0.006904761904761905
2013-06-28 04:05:00,0.0052439024390243906
2013-06-28 04:10:00,0.013518518518518518
2013-06-28 04:15:00,0.00642156862745098
2013-06-28 04:20:00,0.008418803418803418
2013-06-28 04:25:00,0.014679487179487178
2013-06-28 04:30:00,0.004806201550387597
2013-06-28 04:35:00,0.018106060606060605
2013-06-28 04:40:00,0.01852941176470588
2013-06-28 04:45:00,0.05277777777777778
2013-06-28 04:50:00,0.015333333333333332
2013-06-28 04:55:00,0.015432098765432098
2013-06-28 05:00:00,0.009540229885057473
2013-06-28 05:05:00,0.02305555555555556
2013-06-28 05:10:00,0.015416666666666667
2013-06-28 05:15:00,0.025833333333333337
2013-06-28 05:20:00,0.0159375
2013-06-28 05:25:00,0.01765151515151515
2013-06-28 05:30:00,0.014682539682539682
2013-06-28 05:35:00,0.014126984126984127
2013-06-28 05:40:00,0.07055555555555555
2013-06-28 05:45:00,0.009494949494949495
2013-06-28 05:50:00,0.022549019607843137
2013-06-28 05:55:00,0.009479166666666667
2013-06-28 06:00:00,0.01207070707070707
2013-06-28 06:05:00,0.13083333333333333
2013-06-28 06:10:00,0.00829861111111111
2013-06-28 06:15:00,0.029393939393939392
2013-06-28 06:20:00,0.011547619047619046
2013-06-28 06:25:00,0.007352941176470588
2013-06-28 06:30:00,0.005754716981132076
2013-06-28 06:35:00,0.008986928104575163
2013-06-28 06:40:00,0.01765432098765432
2013-06-28 06:45:00,0.0057
2013-06-28 06:50:00,0.006485507246376811
2013-06-28 06:55:00,0.00784313725490196
2013-06-28 07:00:00,0.004907407407407407
2013-06-28 07:05:00,
2013-06-28 07:10:00,
2013-06-28 07:15:00,
2013-06-28 07:20:00,
2013-06-28 07:25:00,
2013-06-28 07:30:00,
2013-06-28 07:35:00,
2013-06-28 07:40:00,
2013-06-28 07:45:00,
2013-06-28 07:50:00,
2013-06-28 07:55:00,
2013-06-28 08:00:00,
2013-06-28 08:05:00,
2013-06-28 08:10:00,
2013-06-28 08:15:00,
2013-06-28 08:20:00,
2013-06-28 08:25:00,
2013-06-28 08:30:00,
2013-06-28 08:35:00,
2013-06-28 08:40:00,
2013-06-28 08:45:00,
2013-06-28 08:50:00,
2013-06-28 08:55:00,
2013-06-28 09:00:00,
2013-06-28 09:05:00,
2013-06-28 09:10:00,
2013-06-28 09:15:00,
2013-06-28 09:20:00,
2013-06-28 09:25:00,
2013-06-28 09:30:00,
2013-06-28 09:35:00,
2013-06-28 09:40:00,
2013-06-28 09:45:00,
2013-06-28 09:50:00,
2013-06-28 09:55:00,
2013-06-28 10:00:00,
2013-06-28 10:05:00,
2013-06-28 10:10:00,
2013-06-28 10:15:00,
2013-06-28 10:20:00,
2013-06-28 10:25:00,
2013-06-28 10:30:00,
2013-06-28 10:35:00,
2013-06-28 10:40:00,
2013-06-28 10:45:00,
2013-06-28 10:50:00,
2013-06-28 10:55:00,
2013-06-28 11:00:00,
2013-06-28 11:05:00,
2013-06-28 11:10:00,
2013-06-28 11:15:00,
2013-06-28 11:20:00,
2013-06-28 11:25:00,
2013-06-28 11:30:00,
2013-06-28 11:35:00,
2013-06-28 11:40:00,
2013-06-28 11:45:00,
2013-06-28 11:50:00,
2013-06-28 11:55:00,
2013-06-28 12:00:00,
2013-06-28 12:05:00,
2013-06-28 12:10:00,
2013-06-28 12:15:00,
2013-06-28 12:20:00,
2013-06-28 12:25:00,
2013-06-28 12:30:00,
2013-06-28 12:35:00,
2013-06-28 12:40:00,
2013-06-28 12:45:00,
2013-06-28 12:50:00,
2013-06-28 12:55:00,
2013-06-28 13:00:00,
2013-06-28 13:05:00,
2013-06-28 13:10:00,
2013-06-28 13:15:00,
2013-06-28 13:20:00,
2013-06-28 13:25:00,
2013-06-28 13:30:00,
2013-06-28 13:35:00,
2013-06-28 13:40:00,
2013-06-28 13:45:00,
2013-06-28 13:50:00,
2013-06-28 13:55:00,
2013-06-28 14:00:00,
2013-06-28 14:05:00,
2013-06-28 14:10:00,
2013-06-28 14:15:00,
2013-06-28 14:20:00,
2013-06-28 14:25:00,
2013-06-28 14:30:00,
2013-06-28 14:35:00,
2013-06-28 14:40:00,
2013-06-28 14:45:00,
2013-06-28 14:50:00,
2013-06-28 14:55:00,
2013-06-28 15:00:00,
2013-06-28 15:05:00,
2013-06-28 15:10:00,
2013-06-28 15:15:00,
2013-06-28 15:20:00,
2013-06-28 15:25:00,
2013-06-28 15:30:00,
2013-06-28 15:35:00,
2013-06-28 15:40:00,
2013-06-28 15:45:00,
2013-06-28 15:50:00,
2013-06-28 15:55:00,
2013-06-28 16:00:00,
2013-06-28 16:05:00,
2013-06-28 16:10:00,
2013-06-28 16:15:00,
2013-06-28 16:20:00,
2013-06-28 16:25:00,
2013-06-28 16:30:00,
2013-06-28 16:35:00,
2013-06-28 16:40:00,
2013-06-28 16:45:00,
2013-06-28 16:50:00,
2013-06-28 16:55:00,
2013-06-28 17:00:00,
2013-06-28 17:05:00,
2013-06-28 17:10:00,
2013-06-28 17:15:00,
2013-06-28 17:20:00,
2013-06-28 17:25:00,
2013-06-28 17:30:00,
2013-06-28 17:35:00,
2013-06-28 17:40:00,
2013-06-28 17:45:00,
2013-06-28 17:50:00,
2013-06-28 17:55:00,
2013-06-28 18:00:00,
2013-06-28 18:05:00,
2013-06-28 18:10:00,
2013-06-28 18:15:00,
2013-06-28 18:20:00,
2013-06-28 18:25:00,
2013-06-28 18:30:00,
2013-06-28 18:35:00,
2013-06-28 18:40:00,
2013-06-28 18:45:00,
2013-06-28 18:50:00,
2013-06-28 18:55:00,
2013-06-28 19:00:00,
2013-06-28 19:05:00,
2013-06-28 19:10:00,
2013-06-28 19:15:00,
2013-06-28 19:20:00,
2013-06-28 19:25:00,
2013-06-28 19:30:00,
2013-06-28 19:35:00,
2013-06-28 19:40:00,
