 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95
0 3.975915313199306 4.7981935444320305 3.782339058301107 3.3331434647665126 2.7359161874300644 2.70420097988352 2.338087230107637 3.669937820626457 3.8903986769097307 4.390223694263319 4.254127748157748 5.04097664411267 3.8583502473973588 2.9000000000000004 2.6999999999999993 2.6999999999999993 2.799999999999999 2.5999999999999996 2.4000000000000004 2.0999999999999996 1.6000000000000014 1.1999999999999993 2.0 2.5 1.9000000000000021 0.8000000000000007 -1.1000000000000014 -1.1000000000000014 -1.1999999999999993 -0.3000000000000007 0.0 -0.6000000000000014 -1.5999999999999979 -2.5999999999999996 4.352925206338581 -4.0 -2.5 0.0 1.8999999999999986 0.9000000000000004 -0.09999999999999964 -0.8999999999999986 -0.5 0.09999999999999964 0.5 0.5 0.6000000000000014 -0.5 0.09999999999999964 0.5 2.6999999999999993 2.0999999999999996 -0.7000000000000011 3.5235085163126953 -2.4000000000000004 1.5 2.7717890306345696 -0.5999999999999996 -2.0999999999999996 -1.0999999999999996 0.40000000000000036 -1.0999999999999996 0.09999999999999964 -0.9000000000000004 -0.9000000000000004 0.10000000000000142 2.74671531667975 3.7391804572183185 2.3999999999999986 2.0 9999.0 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
1 7.459052793187615 7.777951714034364 4.927588981447833 2.606566022387006 1.7184956251406223 1.8348854551515694 2.979999590246602 4.5319670718791984 5.387232071549461 5.236652979758186 4.703446091730465 3.3 3.5999999999999996 2.799999999999999 2.5999999999999996 1.5 1.200000000000001 1.0999999999999996 1.1000000000000014 2.299999999999999 2.1999999999999993 1.8000000000000007 1.3000000000000007 1.3000000000000007 2.5 -0.3000000000000007 -1.3000000000000007 -5.000000000000002 -0.7999999999999989 -0.29999999999999716 3.578189138903813 0.0 0.6999999999999993 -1.0999999999999996 -1.5999999999999996 -3.200000000000001 -0.9000000000000004 0.09999999999999964 0.20000000000000107 0.3000000000000007 -0.20000000000000107 0.3999999999999986 0.3000000000000007 1.200000000000001 0.9000000000000004 0.5 -1.5 -1.1999999999999993 -1.5 0.1999999999999993 0.09999999999999964 0.5999999999999996 0.3000000000000007 0.5999999999999996 1.4000000000000004 4.763902649323692 -0.5 -2.9000000000000004 5.3096156819103415 -1.6999999999999993 -0.8000000000000007 -2.5999999999999996 3.2800832978373453 3.729384740851055 0.40000000000000036 0.7999999999999989 -1.3000000000000007 0.5999999999999996 3.0 2.5999999999999996 9999.0 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
2 2.887177927677904 -0.7000000000000001 1.1660280540961192 0.9408031619022577 1.0781015314298854 2.3183271136104024 2.3031848885218404 4.130449679180602 4.015497973583809 4.338731780060236 5.460317822631259 5.1899313166972725 5.1000000000000005 2.5 2.3000000000000007 1.5 2.3000000000000007 2.1999999999999993 1.5 0.3999999999999986 -0.09999999999999964 0.5999999999999996 1.8000000000000007 2.0 1.3000000000000007 0.0 0.3999999999999986 3.330190269959151 -0.8000000000000007 -1.3999999999999986 0.5000000000000018 0.0 -0.09999999999999964 5.347494590983929 -3.0999999999999996 -2.200000000000001 1.700000000000001 2.0999999999999996 1.0 0.1999999999999993 -0.5999999999999996 -0.29999999999999893 0.9000000000000004 -0.1999999999999993 -0.8000000000000007 0.5 1.5999999999999996 0.7000000000000011 -3.4000000000000004 -4.199999999999999 6.0228097062116674 4.773718593773599 1.5 5.532888691351621 8.397271140061948 3.599999999999998 9.013333473160221 4.914989346487776 5.221656929634273 8.704361994999731 9999.0 2.4861946133099924 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
3 2.8351835006963433 -0.09999999999999987 -0.20000000000000007 1.6071962073757748 2.1554976886431083 1.0446653920178428 2.5111033076711147 3.2 5.726431861998997 5.676764351912605 6.300000000000001 5.0 4.4 2.0999999999999996 1.700000000000001 1.5999999999999996 1.6999999999999993 1.5 1.6999999999999993 2.299999999999999 2.099999999999998 0.6999999999999993 0.0 0.20000000000000284 1.9000000000000021 1.7000000000000028 1.7999999999999972 -0.9000000000000021 -3.6000000000000014 -2.6999999999999993 -1.5 0.3000000000000007 -1.1999999999999993 -2.3999999999999986 -0.5 -0.6999999999999993 0.3000000000000007 -0.7000000000000011 -0.6000000000000014 0.09999999999999964 0.09999999999999964 -1.1999999999999993 -1.200000000000001 -0.6999999999999993 0.8000000000000007 0.7000000000000011 1.8000000000000007 0.5999999999999996 1.9000000000000004 0.5999999999999996 3.1305329391328813 -0.9000000000000004 4.695055030624859 6.5716882010227735 6.491854273322236 -2.799999999999999 0.40000000000000036 0.9000000000000004 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 0.1999999999999993 0.0 0.09999999999999964 1.6999999999999993 -0.10000000000000142 -0.3999999999999986 4.272518746861492 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
4 2.45150035291487 -0.4 0.9762380398384077 0.9584648498386118 2.6484265811433536 2.5999999999999996 2.9567317384221345 3.5310378256477266 3.5446561162920323 5.3 5.647352100260802 6.1 2.9000000000000004 2.3000000000000007 -0.09999999999999964 1.1999999999999993 0.9000000000000004 1.5 1.700000000000001 1.5999999999999996 1.3000000000000007 1.3000000000000007 0.9000000000000004 1.3999999999999986 0.6999999999999993 1.3999999999999986 -2.0999999999999996 -2.5 -3.5999999999999996 0.7000000000000011 2.6999999999999993 2.0000000000000018 -0.8000000000000007 -2.0999999999999996 -1.700000000000001 -0.1999999999999993 -0.9000000000000004 -0.40000000000000036 -1.700000000000001 0.1999999999999993 0.09999999999999964 0.5 -0.7999999999999989 -0.9000000000000004 -0.1999999999999993 0.5 1.4000000000000004 2.4000000000000004 -0.3000000000000007 -0.5 -1.5 0.8000000000000007 0.3000000000000007 -1.6000000000000014 -2.3000000000000007 -2.5999999999999996 -0.29999999999999893 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 -3.3000000000000007 9999.0 2.299999999999999 5.299999999999999 9999.0 -1.1999999999999993 9999.0 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
5 1.8013674668207116 1.5055045029232623 3.919669728588734 2.0502356941596793 1.4412583925313887 1.7623326119573 1.8735159842048221 3.3 4.4 5.800000000000001 5.300000000000001 6.3 2.0999999999999996 0.9000000000000004 -0.40000000000000036 2.0 2.3999999999999986 1.5999999999999996 2.0 2.5 1.8000000000000007 1.4000000000000004 0.8000000000000007 1.3000000000000007 1.0 1.5 0.3999999999999986 -0.8000000000000007 -1.3000000000000007 -0.3000000000000007 0.3000000000000007 0.40000000000000213 -0.3999999999999986 -2.200000000000001 -2.700000000000001 -2.9000000000000004 -0.9000000000000004 -2.200000000000001 5.023424002187473 5.445737275436971 1.8000000000000007 6.210536301767173 3.9971886742030653 -1.6999999999999993 -2.8000000000000007 -0.40000000000000036 0.5 1.8000000000000007 2.4000000000000004 2.232179850237127 -2.0 -2.6000000000000014 -0.20000000000000107 -0.7000000000000011 -3.299999999999999 -4.299999999999999 -2.8999999999999986 0.5 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 4.3079192280111895 8.886906877918456 9999.0 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
6 2.2508303676650154 1.1945673299388548 0.8409101825646748 1.8838054108173876 1.5862474025548927 2.130434365165999 2.132698208879946 3.7 4.6505997884446995 5.182609245829816 4.7 4.8999999999999995 4.891274201112343 2.4000000000000004 0.40000000000000036 0.09999999999999964 1.0999999999999996 1.700000000000001 1.5999999999999996 2.0999999999999996 1.299999999999999 -0.6999999999999993 0.5999999999999996 2.0000000000000018 4.199999999999999 4.000000000000002 2.799999999999997 1.6999999999999993 -2.8000000000000007 -2.599999999999998 -2.1999999999999993 0.6999999999999993 0.1999999999999993 0.6000000000000014 -4.6 -4.4 -3.3000000000000007 1.1999999999999993 1.8000000000000007 -0.9000000000000004 -0.09999999999999964 -0.5999999999999996 0.40000000000000036 -0.5999999999999996 0.09999999999999964 -0.3000000000000007 0.5999999999999996 -0.20000000000000107 -2.0 -3.0999999999999996 3.8749016082644 4.006355061023076 0.7999999999999989 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
7 1.5693218603997603 2.022135087252119 2.928063147216021 1.7518199404697117 1.3278811126429435 2.3017262730281045 2.2039049289575514 3.24646708024591 4.800000000000001 5.674427912294055 5.0 3.9000000000000004 3.1999999999999993 1.5999999999999996 1.5999999999999996 0.10000000000000142 1.8000000000000007 1.5 2.5999999999999996 1.799999999999999 2.1999999999999993 0.9000000000000004 1.799999999999999 1.0000000000000018 2.8999999999999986 3.700000000000003 2.299999999999997 0.8000000000000007 -1.2000000000000028 -4.499999999999998 -5.5 -5.499999999999998 2.7001033390179328 4.3309830677144125 3.5999999999999996 2.7001033390179328 4.180174784533512 -4.5 -0.9000000000000004 -0.29999999999999893 1.1999999999999993 0.40000000000000036 0.5999999999999996 -0.5999999999999996 -1.5 -1.0 -0.09999999999999964 3.6430596480626405 3.7717699747850952 4.288542596179511 -0.1999999999999993 5.021876423560606 -4.1 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
8 0.30161449203121665 0.48545122374950983 1.2380737248896276 2.013836638559946 1.8199083798985372 3.8139574352114205 1.7742133738432793 3.044366797161256 3.3606087818268215 4.8745197918244845 5.1 5.1 3.3999999999999995 2.1000000000000014 0.40000000000000036 -0.09999999999999964 1.5 1.5999999999999996 3.1999999999999993 2.0 2.5 2.400000000000002 1.5999999999999979 1.0000000000000018 1.3999999999999986 2.0 2.5 2.1000000000000014 0.9000000000000021 -0.7000000000000028 -1.1000000000000014 -3.5 -3.599999999999998 -4.6 -0.7000000000000011 -0.8000000000000007 -0.5999999999999996 -1.9000000000000004 -1.0 -0.40000000000000036 0.3000000000000007 0.8000000000000007 0.5 -1.0 -1.700000000000001 2.6561848678305062 3.7770613061168685 2.0999999999999996 -0.09999999999999964 3.421509391488466 -0.5999999999999996 0.29999999999999893 0.3000000000000007 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
9 1.6475625096987425 1.0693603520467445 1.7221415037398196 1.2106058941653155 0.9017593494316304 1.9783973461728201 2.8274171647297734 3.36188795898383 3.8416364915639525 4.8823777581436785 5.300000000000001 5.2 1.8999999999999995 1.4000000000000004 1.0 2.3000000000000007 1.6999999999999993 1.5 1.3000000000000007 1.0999999999999996 1.0 2.3999999999999986 1.9000000000000004 1.6999999999999993 1.5 3.1000000000000014 2.5000000000000018 1.5 -1.6000000000000014 -1.7000000000000028 -2.0 -2.9000000000000004 -2.3999999999999986 -2.299999999999999 -0.29999999999999893 -1.4000000000000004 -0.8000000000000007 -0.9000000000000004 0.40000000000000036 -0.29999999999999893 0.29999999999999893 -0.40000000000000036 -0.20000000000000107 -0.3999999999999986 -0.09999999999999964 -1.6999999999999993 6.62839335883829 8.657091941166613 4.091773664292028 3.3250317812234935 5.222073721758605 2.1761970530242847 3.4439018253606455 3.8335875424776282 3.6922099422198857 0.5999999999999996 2.3 9999.0 1.8954240316191149 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999.0 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
