,0,1,2,3,4,5,6,7,8,9
0,3.9759153131993061,7.4590527931876149,2.8871779276779042,2.8351835006963433,2.45150035291487,1.8013674668207116,2.2508303676650154,1.5693218603997603,0.30161449203121665,1.6475625096987425
1,4.7981935444320305,7.7779517140343639,-0.7000000000000001,-0.09999999999999987,-0.4,1.5055045029232623,1.1945673299388548,2.0221350872521189,0.48545122374950983,1.0693603520467445
2,3.7823390583011069,4.9275889814478333,1.1660280540961192,-0.20000000000000007,0.97623803983840773,3.9196697285887341,0.84091018256467476,2.928063147216021,1.2380737248896276,1.7221415037398196
3,3.3331434647665126,2.606566022387006,0.94080316190225766,1.6071962073757748,0.9584648498386118,2.0502356941596793,1.8838054108173876,1.7518199404697117,2.0138366385599462,1.2106058941653155
4,2.7359161874300644,1.7184956251406223,1.0781015314298854,2.1554976886431083,2.6484265811433536,1.4412583925313887,1.5862474025548927,1.3278811126429435,1.8199083798985372,0.90175934943163039
5,2.7042009798835198,1.8348854551515694,2.3183271136104024,1.0446653920178428,2.5999999999999996,1.7623326119573,2.1304343651659989,2.3017262730281045,3.8139574352114205,1.9783973461728201
6,2.3380872301076372,2.9799995902466021,2.3031848885218404,2.5111033076711147,2.9567317384221345,1.8735159842048221,2.1326982088799462,2.2039049289575514,1.7742133738432793,2.8274171647297734
7,3.669937820626457,4.5319670718791984,4.130449679180602,3.2,3.5310378256477266,3.3,3.7,3.2464670802459099,3.0443667971612558,3.36188795898383
8,3.8903986769097307,5.3872320715494606,4.015497973583809,5.7264318619989973,3.5446561162920323,4.4,4.6505997884446995,4.800000000000001,3.3606087818268215,3.8416364915639525
9,4.3902236942633186,5.236652979758186,4.3387317800602361,5.6767643519126052,5.3,5.800000000000001,5.1826092458298163,5.6744279122940551,4.8745197918244845,4.8823777581436785
10,4.2541277481577477,4.7034460917304646,5.460317822631259,6.300000000000001,5.647352100260802,5.300000000000001,4.7,5.0,5.1,5.300000000000001
11,5.0409766441126704,3.3,5.1899313166972725,5.0,6.1,6.3,4.8999999999999995,3.9000000000000004,5.1,5.2
12,3.8583502473973588,3.5999999999999996,5.1000000000000005,4.4,2.9000000000000004,2.0999999999999996,4.8912742011123429,3.1999999999999993,3.3999999999999995,1.8999999999999995
13,2.9000000000000004,2.799999999999999,2.5,2.0999999999999996,2.3000000000000007,0.9000000000000004,2.4000000000000004,1.5999999999999996,2.1000000000000014,1.4000000000000004
14,2.6999999999999993,2.5999999999999996,2.3000000000000007,1.700000000000001,-0.09999999999999964,-0.40000000000000036,0.40000000000000036,1.5999999999999996,0.40000000000000036,1.0
15,2.6999999999999993,1.5,1.5,1.5999999999999996,1.1999999999999993,2.0,0.09999999999999964,0.10000000000000142,-0.09999999999999964,2.3000000000000007
16,2.799999999999999,1.200000000000001,2.3000000000000007,1.6999999999999993,0.9000000000000004,2.3999999999999986,1.0999999999999996,1.8000000000000007,1.5,1.6999999999999993
17,2.5999999999999996,1.0999999999999996,2.1999999999999993,1.5,1.5,1.5999999999999996,1.700000000000001,1.5,1.5999999999999996,1.5
18,2.4000000000000004,1.1000000000000014,1.5,1.6999999999999993,1.700000000000001,2.0,1.5999999999999996,2.5999999999999996,3.1999999999999993,1.3000000000000007
19,2.0999999999999996,2.299999999999999,0.3999999999999986,2.299999999999999,1.5999999999999996,2.5,2.0999999999999996,1.799999999999999,2.0,1.0999999999999996
20,1.6000000000000014,2.1999999999999993,-0.09999999999999964,2.099999999999998,1.3000000000000007,1.8000000000000007,1.299999999999999,2.1999999999999993,2.5,1.0
21,1.1999999999999993,1.8000000000000007,0.5999999999999996,0.6999999999999993,1.3000000000000007,1.4000000000000004,-0.6999999999999993,0.9000000000000004,2.400000000000002,2.3999999999999986
22,2.0,1.3000000000000007,1.8000000000000007,0.0,0.9000000000000004,0.8000000000000007,0.5999999999999996,1.799999999999999,1.5999999999999979,1.9000000000000004
23,2.5,1.3000000000000007,2.0,0.20000000000000284,1.3999999999999986,1.3000000000000007,2.0000000000000018,1.0000000000000018,1.0000000000000018,1.6999999999999993
